V1,Source,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,YEAR
R_bK2I5pLyBt45i9j,random,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_bkJBOsVc0dTwhG5,not random,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_bkJMGCZVLhi66RT,random,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2015
R_bkJyhIMXAYW8b77,random,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2015
R_blJhmc9qSnu0GS9,not random,1,2,NA,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2015
R_bmil6qX1rdB8INj,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_bmiqnCnR5nEOgdf,not random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_bOgJezuBcJuOho1,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_bOOLakaQh8yM5KJ,random,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2015
R_bOQ1YWtpECg0Ujb,not random,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2015
R_bp7XuuP5AeBcv8p,random,1,2,1,2,1,2,1,1,1,2,1,2,NA,1,2,2,2,2,2,2,2015
R_bp9BBuOlYTH4mEd,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_bp9miyObiWbfr7v,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_bPBPyANRzEaNc2Z,not random,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_bPbyj3GkS5ZY65D,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_bpSSWyyj1npb2tv,not random,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_BPvhVlXVuUKua53,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_bpZESg7qg2WMwgh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_bPZkvQSo1qDphKR,random,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2015
R_bQ4fpt6Bd9KsYQd,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_bqEPJ6yyCiYdHgh,random,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_bqKRDceZUD0qFYV,random,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_bQtj4j54Z6yshdr,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_brRnyve3nTYj177,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_brXjUjo4Bt1L1VX,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_bs8Yln2bgE3WzZj,random,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2015
R_bshPPlsRXf2vh9X,random,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_BsTnPOAVycB7fH3,not random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_BtgU6tWET8euTUR,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_bveGuOsUJyFZnBX,random,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2015
R_bvGTkJDt8aXTPpP,random,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2015
R_bvK4q06CHN01tFX,random,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2015
R_bvYMX1as758gxrn,random,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_BWBMhkUpVjqGhqh,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_BWKBJdZAw2MpyMN,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_bwrlwnTN3XiKSVf,not random,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_bx731HlRqkrEmgd,random,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2015
R_bx75kdcFQ3i8P1H,random,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2015
R_BxBLd8bSw7ioFln,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_bxEiGvUMM0FREYR,not random,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2015
R_bxQ3rbCZXozb4JT,random,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_bydC4Eg172fmejL,not random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_bynxRS11RYSl553,random,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2015
R_BzVEXxAj8t8RqBX,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_Bzy9SRtBikFlxXb,random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_C2nCJvYnwhbPkPv,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_C9nHIEwDKPTbgu5,random,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_cANXo7rXDs0cAql,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cB08gJRp16HWucR,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cBc2jNhsxpfUQcJ,random,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2015
R_cBDuAI67MOn8Mx7,random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_cBlJb0ySzxHeIzH,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_cBnKCuzPO8iIPaZ,random,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2015
R_cCjucCeb72WXOQF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cCPQDEtz8WKVZoF,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_cDdc2R8TYnA27m1,not random,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2015
R_Ce7PYexrI8NVa1z,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cFJXFCosMyWvV7T,random,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,NA,1,2,1,2015
R_cFLwTE17NsgJYLn,random,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2015
R_Cg11cLtF3e6jnvH,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cG7ka364f2eqBBr,random,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_cHDnx6WWSpbKDJz,not random,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_cHetvpaQUUummQB,random,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_cHM1JkuFlrGrOm1,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2015
R_cHzXnWUHgrjplid,random,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2015
R_cIaFcYFXcqImvyZ,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2015
R_cJ5G9kTKGddWdh3,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_CkNlhLCecphAAAF,not random,2,NA,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_CleLq1aEXGkxeyB,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cLJAVjfmnDPgRIV,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_cLVRvZWjmrlRUFv,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_cMcMaxw0VIHD9Nb,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_cMI8U1xDvH2NnTv,random,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2015
R_cMImorIGgJN2rml,not random,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2015
R_cMWwUiXBNMU0zyJ,random,1,2,1,1,1,2,NA,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_cNhmKRSShXy3hoV,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2015
R_cNqeA9BxQq2q0QZ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cORgpwla3MBELvP,not random,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2015
R_cOsCUf3wj1xSckZ,random,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2015
R_cOuJTCgDt3uIvsh,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_cOzoQOHFkPQIrR3,not random,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2015
R_cPbKweH5xdXhhYx,random,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_cRV13zfQL2W0VtT,random,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2015
R_cSCb2tURJW6jyLj,random,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2015
R_cSklLsdUOAHmsMR,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_cTOL5s8FAEvyyCF,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_cu7PW0OfyFwtbcV,random,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2015
R_cUBQvaMIk6rLtOJ,random,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2015
R_cUgHXfmqmhDLA1r,random,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2015
R_cunPYqQqb4AnCol,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2015
R_cuPU7QOpGJubFrv,random,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2015
R_cur8PmlwXkoSS9L,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_cUTuxwpJ4h1pIgp,random,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2016
R_cUU8UHecteQ8kLj,random,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2015
R_cUWOmWCxozByjY1,random,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2015
R_cuXgfJNmhTZzHil,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_cVfIHEVzbvzg74x,random,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2015
R_cVld5S1bDcxWPPv,random,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2015
R_cw5HJyMbYmd6xdX,random,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2015
R_cwGrHFihdVZDkIl,random,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2015
R_cx9uBomM1QPtdZP,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_cXZ97TsjwWl4HxT,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cYDafoNBUWR45s5,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_cYetFAUs0oShSvj,random,1,2,1,1,1,1,1,2,NA,1,2,1,1,1,2,2,1,1,1,1,2015
R_cZ397m3KkVKlwI5,random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_czJgVGxDJEzBRvn,not random,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2015
R_cZwH6KI1afFVx3v,not random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_d0GuyIOQ6MXcdSt,random,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2015
R_D0kGS7AMkbExEqZ,not random,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2015
R_d0Svj2TqRVEuHEF,not random,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2015
R_d43DzP6hnbOk9YV,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2015
R_d4pyrIaZPsV9oIB,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_d6ehZWq47pZa6NL,random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_d6TEMSB5CQmFGoR,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_d6XoHyxsS3WDRAN,not random,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2015
R_d75wniOcVACruPr,not random,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2015
R_D7bNb63np13Qhwt,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_d7l4RGaQeQsOTpr,random,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2015
R_dajufdiiW2McV25,not random,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2015
R_daMNghaIcwIPWlf,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_dcHNGCPLlH85hyd,random,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2015
R_dcKbRQxvkFUAA85,not random,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2015
R_dd8aMufx8oYOEsF,not random,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2015
R_Df7aAZPMWiJXQpX,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_dfXMqpRk809rdGF,not random,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2015
R_dgJDSaUoSZ70r2d,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2015
R_dhcEVP8kX3M4EqB,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_dhEV4Ack2YJU1pz,random,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2015
R_DHKtn24MJoZAgBH,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_dhQOS7xgJfcOdeF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_dhS14S0FMTGYCtT,not random,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2015
R_dhTxTS6VZwuIjbf,random,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2015
R_dhuAHtO5MMYqG0t,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_dhZcEIUPVnSMFAF,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,NA,1,1,2,1,2015
R_diE8oVswCP3yxHn,not random,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2015
R_dj555QQtUaxofe5,random,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2015
R_djc9gwD18zLXWJL,random,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_dm7EmL1P093QlVP,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2015
R_dmAuzZTQOMGioSN,random,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_dmbXMuPabNLnhtz,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_dmQEUKdvBauPkG1,random,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2015
R_dmwItxPvjasIajz,not random,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_DMZSsTvLgMcl1jb,not random,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_dnijojZ34WgSnGV,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_do4B3sjpXBzR5VX,not random,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_dojNKS0IFXX6Zox,random,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2015
R_doLAqpDB1HXfee1,not random,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2015
R_dosshHgOegzTz7f,random,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_dpAEwh1qBOe1RmR,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2015
R_DS0kVvCuLfxy2CB,not random,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2015
R_Dw3bBdwM5xjlJNn,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_e2HP6vkXGw3d3yB,random,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2015
R_e2qcuLXfn0hco3T,not random,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2015
R_e2rAeX0qCt9RxNr,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_e386FXyh8ReqyUZ,random,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2015
R_e3dXBTKQRvJijKR,not random,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2015
R_e3szj7hISg4yCoV,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_e3UA2zp1M8FUvuB,not random,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2015
R_e3w9iAQHGUta4fj,not random,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2015
R_e3Wd4JFpNayg7Rz,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_e4AVqWxf3XKN9EV,not random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_e4B2gzxXd7YrUDH,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_e4dRMilPvaHLD5H,not random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_e4I5hScKtJqE8tv,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_e4YmpdCljsuWYHb,random,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2015
R_e4YZp23c8NQej9r,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2015
R_e50hltpDApE5XHT,random,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_e5Mw9V1pL2JFPsF,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_e5TJ9JunRRsiNBH,not random,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_e8lMyc9yqK45ZL7,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_e8WMUvgXD18euaN,not random,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2015
R_e98b4kCF0HjFkAR,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_e9e7IE48hvVjk2h,random,2,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2015
R_e9xvx3r6H5b6Fx3,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_e9XxYzd6m4gIqpL,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_eaL2EKsDmYlVL6d,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eam4XlwexuhumX3,random,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_eb2PxNF4qSd5pXL,not random,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2015
R_ebAP5w4c8jRYBmZ,random,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2015
R_ebqdKfazofBKxlH,random,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2015
R_ebULuRa7xukXU09,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_ebYaocACqVtSwOp,random,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_eCJSmGITgZhF2PH,random,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2015
R_eCMwfHzu7fs4nyt,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_eD2mfBdOuptHPUh,random,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_eD4gasgXWJD1H7H,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_eDPik6aieNlAvtP,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_eDsSDjhr6BbfwgZ,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eE4Qfe0JAbqbQBn,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_eECHyTifEREUkuh,not random,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_eEgOKiC2NFUgcsJ,random,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2015
R_eeulatkm19mAnLn,random,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2015
R_eEyQcYpzLoIAcK1,random,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2015
R_eF31GqcehCe0izz,not random,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2015
R_eFdCNYBpdkV5HZr,random,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2015
R_eFJG8KWmZEIvSTj,random,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2015
R_eFmBl2VQyZw4G3z,random,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eFMFae7ZQ4W6bYJ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_efZ6w9jNfv6TdwV,random,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_eG7amGMgmPU7q1T,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_egGaviXs70EGjZP,random,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2015
R_egn899VZNe6Tjdr,random,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,2015
R_egO7oDkVegcoW1v,random,1,1,1,1,1,2,1,1,1,2,1,2,1,1,NA,1,1,1,2,1,2015
R_egpmj36Oa06Mjat,random,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_ehByigTJBlTekV7,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_ehfoBqti3FEuc7z,random,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_eJctWpNV14wYPWd,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2015
R_eK907UwTHLViz5z,random,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2015
R_ekDeRq4j3p7eqYB,random,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_eL1hho0fgBEvxKR,not random,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2015
