V1,Source,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,YEAR
R_125p1iXIQppTe3S,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_125YdVuXtUIGVRn,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_12a1R7kpOr0mstY,not random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2015
R_12AbsokI3vQnKu4,random,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2015
R_12ceo21YmSnspTZ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_12D1hsz7ViWalwx,not random,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2015
R_12DQuhYjxmQAXGQ,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2016
R_12DVt7fEa29cLrK,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_12FoVqQ4ZtE1Q3F,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_12hUSD2b14P1769,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_12KoC0RH5dmGpBE,not random,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2015
R_12Qr9j7Pbrz5Ygw,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_12SbgSmIGezIhKd,random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2015
R_12szc4Rdqa2l3F0,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_12xWGHDqqPE72Ji,not random,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2015
R_12zmKUYt7tOOI6F,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1Agw3iPPWQsCOyN,random,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2015
R_1AGz3g3beU4CzaJ,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1AhFWa4zJZl6x6d,random,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2015
R_1B8EKYOtV8rz1Zz,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1BOVig5n0K4OYZc,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1BOZoewGniKCkgV,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1BP66ClH9MSslDL,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1BuPqiyNn3uASfH,random,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_1BVMSouzDpXed5y,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1BxUcIc75cUv9CB,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1BYimXEKgliBb4W,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1C7SJ6OLjuMu9qX,random,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2016
R_1C8yKdvYJGj2xyc,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2016
R_1C9DLddb50viH8U,random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_1C9IK5qZj7icfMK,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1CamdQmpvDKgDTh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1CanexWt6l5Y5in,not random,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2015
R_1Cb3oCvXNpSGeCp,not random,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_1CcszVH3247yoNn,random,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2015
R_1CDTcKSJWDlMCgx,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1CduUxmU7NM1jTS,not random,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2015
R_1CduyIjjisKUWRH,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1CEnVTIUQRoGVHe,not random,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2015
R_1CfjahSeMZBCiWV,not random,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2015
R_1CHLiliSKVql6H2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1CjTnW1LLexdaUF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1CJyiEFmP6JONo7,random,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2015
R_1CKhF2LfhxdmxvG,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1CmERsX7LO8v79q,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2015
R_1Cp5LtrsoLiOMh3,not random,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2015
R_1CpzNYyabfVqmsI,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_1cV2lMBFty7GPWO,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_1cXJsQXhXWQCG5j,random,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2016
R_1d13Lp4hHvNHtpN,not random,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2015
R_1d3TDFcexafPKM2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1d4YBJg3E7Dupu7,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1d6OWy2Ji74ziDr,not random,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2015
R_1d6quYs6xXfGDel,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1daCuEh7QhpxO8P,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1dAM7hE3zQxoz2u,not random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_1dc6JZL8uoLA9QO,not random,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1dcBfXVk24ueBqI,not random,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2015
R_1DCG9XwRnUZ17np,random,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2016
R_1DCnlxnFkdTPPIv,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1dcRmJnp4DdqJhb,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1dcsGJz6ZPTHS3E,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_1dcYY1kKROvWxLU,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_1DDcsJC3KAcRXmA,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_1dfZqiB5x3fcEfc,random,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2015
R_1dgdqnjDfVxcRUE,random,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2016
R_1dGM1vgYkzZsj6c,not random,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2016
R_1dKVIUNNe8CXNlP,random,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2016
R_1DqgxLyMkHqQnd8,random,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2016
R_1ds1yyWDPt8TeEg,not random,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_1DT1fUbaP9MR5Jr,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1DwDoqbs3DPxX3t,random,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2015
R_1DwlwfcOQTeVuUM,not random,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2015
R_1DYa5jfflq93KHF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1dyNZFaMMLVIMTm,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_1DzDyv1Y6suZyqV,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1dzOPCdR4Sx6gCy,random,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_1dzXl6QrANKH0Hi,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1E0zm4PLKxfSdE9,not random,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_1eCqQL4Z3Mh54TZ,not random,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2015
R_1EhzEnTbvJljb1d,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1Ej4Ri45HgM6sEb,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1eK58gp8jgoHXEd,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1ELU1FmuKHlTqgR,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1eQdBs3SemhLGK6,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1eXA7VjreUsjyW2,not random,2,2,1,NA,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_1f0LYcaynXKOdiU,not random,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_1f1b3AHNODIW5iG,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1f2bB6SgXxOchAB,not random,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2015
R_1F2hSZy64X8SmQo,not random,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2015
R_1f9LLZFHWSidxOi,random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2015
R_1FaGRJtXLiEjXqm,not random,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2015
R_1FbNSl1lFyar3Qd,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1FEUNfZxiKDSwg8,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1FEZhxvH0BuRShw,not random,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_1Ffg62bK5eYVl7Q,random,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2015
R_1FghMWyrUnWscdt,not random,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2015
R_1FgUdmv22uifeYp,not random,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2015
R_1Fh7bjhhoVLsJrO,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1FLEZCeucMNG8HX,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1FPVgXSuzAYzATO,random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2015
R_1Frjw2datYoUMan,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1FUv7KYwdlaR4PP,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1FvnLmazr6iLPCt,random,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2015
R_1FwvlVqZ6ZnPhic,random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_1FwVqNC7ow0odqh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1FYI1KW5Nm8PfSd,not random,2,2,1,1,1,1,2,1,2,1,2,1,NA,2,1,2,1,2,2,2,2015
R_1FYNjdpJfvDa5vL,random,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2015
R_1FyxYTAiud8G4Lb,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_1g1QXAGA6rfWOzU,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_1g2cFiVQsR7FyBI,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1g5rE9YjqO7MZih,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1gAfoHPkMQaoUPB,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1gcJZr4xUCexKc6,random,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2015
R_1gCTtbbyqmifHKE,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1GDoupD7EDuuF2z,random,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2015
R_1GEuifzsDGmi7AD,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_1gGTcLJ8GshShPv,not random,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,NA,1,2015
R_1ghFFwoxrTpmGHL,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1ghgAcb2GTOPckv,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_1gI45QeyF30n342,not random,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2015
R_1GIgsKcWLMzjPgd,not random,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_1gihlwZmXJIBxPc,random,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2015
R_1GIkNlPLY7H4Gne,random,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_1GIrrhZFeTZKYo5,random,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_1GITx5FKpb9nEPd,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1gkGTOQQoAVdWMU,not random,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2015
R_1GKsgozLWsrt8Ke,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1GLhkgBKr08S3DD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_1gO492ZijLOi6Va,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_1gOTtG3M3ceJYtt,not random,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2015
R_1GPT119cjG2Nkpv,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1gSY2JD2VKy4tTX,random,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2015
R_1GUhH1oGRqNst2e,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1gUx2qJzdLxpk7k,random,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1Gvk5a9cYJOuMU8,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1GvwgrcRVGFPxXC,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1GwCoAgiKQzcwZo,not random,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2015
R_1gwKMAgIJfnJbix,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1Gwv7gLBj6ynvXW,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1GxhuDM2Ama2qSg,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1GZG8S5pZ7v7WKz,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1H0Hi13Z46YT5Yt,random,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_1H0oCz19uQKWEYr,not random,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2015
R_1H2AFomWcO8N61R,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1H3RLxr2cGOO3Zj,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2015
R_1H5HwRGiXnA76u7,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1HblrYCH8WnV2fN,random,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2015
R_1HcEYtyF1wcehEN,random,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2015
R_1Hd8X8ZQwaw11SV,random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2016
R_1hFubewDR0QiDgW,not random,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2015
R_1HhuEvU1ZIXQFdk,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1HisnZR3hKtWjli,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1hKAyWCGyOIekdA,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1hLQqzcVJCuPA1B,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1hM6oi3Ujmn6UGo,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1hNkkdt40v3EIdD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1hQEatc2J0PKqyv,random,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2016
R_1hYg7lJzts21AR1,random,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2016
R_1i3Aj43hQNb81Np,not random,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2015
R_1I6FI6B8JxJrMiv,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1I9OsC0ZtPVXbp1,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1iagZG0c721CC2K,not random,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_1IB4OkbLR7qjmsl,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_1IcnEwOfmBaVeEr,random,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2016
R_1IdbCXuRFgARSVr,not random,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2015
R_1iezpGNJQaQ2l0U,not random,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2015
R_1IGFKeZw7IALnoM,random,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2016
R_1igOOHbZA5qeqzr,random,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2015
R_1ihDVbNEpInGfIj,not random,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1IhfcL2zFG4AS9F,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1Ii2YOY2uSWsw7W,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1il2icnDHw21JPj,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1Ilm3cfBTGc66rv,random,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2016
R_1Inld7cJtquEURH,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1IRBrdwhdpFCxip,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1irOrqL7AIp6Tv5,not random,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_1IsiErOmtPx9tn0,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1ISPIdxj0onkn6m,not random,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2015
R_1isTLL0DhD98FvX,not random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_1itx1AVElYGJULK,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1IvopLzNuke1JLY,random,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2015
R_1IW1qBLZKGsCnut,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1Iz0aEenVCVrMB2,not random,1,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2015
R_1j6BFwQCZRWyr5q,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_1j7awQuOPu40EE1,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1JDU5uJCjJRGGa7,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1JE1bjkUBDfL8xM,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1JFmFzH9SQqsV2a,random,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2015
R_1jfxuCCGWJHPZIG,not random,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2015
R_1jg0vYIyHUAW31v,random,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_1jHx7YnL4eCjaMg,not random,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2015
R_1JITq4O2e7Caa3b,not random,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_1jiZQlcrdawuVa8,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1JK4ahbBWUCNtOS,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_1jkOJPIs79U6E2h,random,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2015
