,V1,Source,Gender,Age,Ethnicity,YearinSchool,YEAR
1704,R_8pJG6n3ixlJYceh,1,10,20,White,3,2015
1705,R_8pmgIQE6jxrm8PH,0,10,18,White,1,2015
1706,R_8q47nCoyRcsDbQF,1,10,42,White,1,2015
1707,R_8q5mz1W150nbZ1H,1,9,19,White,1,2015
1708,R_8qBA9x5fApuMiGt,1,10,19,White,1,2016
1709,R_8qTrCeF6TLuKuLr,0,10,18,White,1,2015
1710,R_8qVD2dgQWosSwFT,1,9,19,Black,1,2015
1711,R_8qvQzxt8hPklyC1,1,10,19,Black,1,2015
1712,R_8qYKDv8rQ2Rnwkl,1,10,18,White,1,2015
1713,R_8rdd7VcRzAwnW1n,0,9,20,White,2,2015
1714,R_8reQQHDiq6UhnWl,1,9,21,White,3,2015
1715,R_8uhQsV1IOgu2W45,1,9,19,White,1,2015
1716,R_8vHJ5D4MJQtSpkp,0,9,19,White,1,2015
1717,R_8vunVmaJZxPKMK1,1,9,21,White,4,2015
1718,R_8w4Z3fN2GtWT4KV,0,,,,2,2015
1719,R_8w6Pv8uIXlRaTGp,0,9,18,Asian,1,2015
1720,R_8w6U9qzCGz5jdGd,0,9,20,White,2,2015
1721,R_8wUj757GTvQ10Kl,1,10,19,White,1,2016
1722,R_8xdCdA7xmzaIBod,0,9,22,Other,1,2016
1723,R_8zXhRGsT4mY5f6Z,1,10,19,White,1,2015
1724,R_9AgfaL1HctlNGgl,0,10,18,White,1,2015
1725,R_9BKhF9XpVHGF6L3,0,9,19,White,2,2015
1726,R_9BrhTpyOJAp0Jpz,1,10,20,White,2,2015
1727,R_9Brn0K9HH66tqkp,1,10,19,White,1,2016
1728,R_9EmcTXytLTdJhOF,1,10,19,White,2,2016
1729,R_9FtdADs1aG8LvNL,1,10,22,White,3,2016
1730,R_9GhpGPAGVcQFTvv,1,9,21,White,4,2015
1731,R_9GLspG4axed8Dzv,0,10,18,White,1,2015
1732,R_9HapAb3N0f6AksZ,1,9,,White,2,2015
1733,R_9HysYz71N9ZWg9P,0,9,19,White,1,2015
1734,R_9LfCTSyuHXUwpc9,0,10,20,White,3,2015
1735,R_9LfwSyziys6txOt,1,10,19,White,1,2015
1736,R_9LG41IaX1tHvYH3,0,10,18,Black,1,2015
1737,R_9LHOeDTt0wuGRut,0,9,18,White,1,2015
1738,R_9Lx5gOGGlHJTSa9,0,10,18,White,1,2015
1739,R_9LZfNRAHFKr0U73,0,9,19,Black,2,2015
1740,R_9mC7AcgumGU0qcR,0,10,18,White,1,2015
1741,R_9MEIcSrcXNeSaOJ,1,10,18,White,1,2015
1742,R_9mEx5Dhq61zbXJH,1,9,,White,3,2015
1743,R_9mIVPNk2etaamfb,1,9,19,Black,1,2015
1744,R_9mlL48h50KOXrAl,0,10,19,White,2,2015
1745,R_9MoDFnk9gIzaswR,0,10,18,White,1,2015
1746,R_9mq3PdXCztKmUxn,0,9,18,White,4,2015
1747,R_9mZi0jEUA2eNJml,1,9,21,,2,2015
1748,R_9N7aOznSPB9elE1,1,10,18,White,2,2015
1749,R_9NdJyHgmjLEMHbf,1,10,18,White,1,2015
1750,R_9NygdwFG5LO3t5P,0,10,18,White,1,2015
1751,R_9o5DFlsVAuCTQ8d,1,10,18,White,1,2015
1752,R_9obXGc7BnVAtbeZ,0,9,26,White,3,2015
1753,R_9oR0FC2BA3RNNzv,0,10,27,White,1,2015
1754,R_9pC1cqP4poNf3q5,1,10,20,White,2,2015
1755,R_9pCJYGJUevzkcwl,1,9,18,White,1,2015
1756,R_9pn2ctr9hFEw6xf,1,9,19,Black,1,2015
1757,R_9QDVP906Hs1tb,1,10,19,White,1,2015
1758,R_9QTPomSUX3euW8d,1,10,19,White,1,2015
1759,R_9QY1HN1Q3kvHRrf,1,10,18,White,1,2015
1760,R_9RAkZ0kCsZwL1KR,0,10,19,White,2,2015
1761,R_9RFK2QTm2Ue9Uu9,1,10,18,White,1,2015
1762,R_9RXG8XLWehyeecl,1,10,18,White,1,2015
1763,R_9S0sjrVtUZ9XA4B,0,10,18,White,1,2015
1764,R_9sH1T6N1C9gaqKp,1,10,18,White,1,2015
1765,R_9SIOkdk5mtx2cYJ,0,10,19,White,1,2015
1766,R_9sJY4qJapqJkWtD,1,9,26,Asian,2,2015
1767,R_9sKvREPR5ElEVvf,0,,19,White,1,2015
1768,R_9Sl2Vg55ajthlxb,1,10,21,Black,2,2015
1769,R_9SN03L5ZoZZk0pn,1,9,19,White,1,2015
1770,R_9sr271c38Y4CJmF,0,9,22,White,2,2015
1771,R_9Sr7QeKNZftUvAx,0,,,,,2015
1772,R_9T4PKLkMJXeDPox,0,10,18,White,1,2015
1773,R_9T4sHRQOSChkFCZ,1,10,19,White,1,2015
1774,R_9t4tpbeaG02DVRz,1,10,18,White,1,2015
1775,R_9T7pfIJ8ZnRwiWN,1,9,18,White,1,2015
1776,R_9tcq5pluEp3J6XT,0,10,18,White,1,2015
1777,R_9tdSRC8TWJOdcgF,1,10,18,White,1,2016
1778,R_9TTDrXiUPqyeho1,0,9,19,White,1,2015
1779,R_9TTl6A0vZ94PaEN,1,9,18,White,1,2016
1780,R_9TWzAny4qBQvg3z,0,10,19,White,2,2015
1781,R_9uXxVOD5YTDUcQJ,1,10,19,White,1,2015
1782,R_9Y1uxnpb6U2wN5r,1,10,19,White,1,2015
1783,R_9YMRS8mm7wFCIHb,1,10,21,Multiple,2,2015
1784,R_9YOcszcqJDR9lmR,1,10,22,White,1,2015
1785,R_9YtQtJGyGHuAsZX,1,9,22,Other,3,2016
1786,R_9z7ybnmT5xoUFy5,0,10,19,White,1,2015
1787,R_9z9j4qWuN7zGNpz,1,9,19,White,1,2015
1788,R_9ztHixlPhnWA0QZ,1,10,19,White,1,2015
1789,R_9ZzcnBdv3pYBqBv,1,9,19,White,1,2015
1790,R_a36tlR0lV9BuJaB,1,10,23,White,3,2015
1791,R_a3GUREyRZWYgq4B,0,9,,White,2,2015
1792,R_a3sJmN7x4KmOoKN,1,10,18,White,1,2015
1793,R_a44Vrgz6EdpMo1T,1,10,18,White,1,2015
1794,R_a45F9jJ6IFNcNN3,1,10,19,White,1,2015
1795,R_A4HrhHlCScJ0KvT,1,9,19,Other,1,2015
1796,R_a4tP686FIFbCsAZ,1,9,20,White,3,2015
1797,R_a5G1utyFam4Vol7,1,9,19,White,2,2015
1798,R_a5KToRT4tKHi3zv,1,9,22,White,3,2015
1799,R_a5YYjPof1ucJEyh,1,10,18,White,1,2015
1800,R_A65BRb8nHENsYVj,1,10,,Black,1,2015
1801,R_a8VOZfJTgv1Hvmt,0,10,19,White,1,2015
1802,R_a9IiJyaqgFFIa4l,1,10,26,White,1,2015
1803,R_aabZ4uG37D2b0cR,1,10,19,White,2,2015
1804,R_aaVpPO5sIosq9WN,1,10,40,White,3,2016
1805,R_aaYll0fhJCZf63D,1,9,19,White,2,2016
1806,R_abEBLuhxRlxVHdn,0,9,19,White,1,2016
1807,R_abenp3UxjtTquiN,1,10,18,Other,1,2015
1808,R_AcWgvkrDJCyFUeR,1,10,19,White,1,2016
1809,R_AdEaOkzv26mds6B,1,10,22,White,3,2015
1810,R_aeDTgufHFSo1ZAx,1,10,18,White,1,2015
1811,R_afPjSWPA9KbPRMR,0,10,21,Asian,1,2015
1812,R_afplPaUXFXPPlJj,1,10,18,White,1,2015
1813,R_afrUqvS0fchQ3TT,0,9,18,White,1,2015
1814,R_ag6V5msKeMhG2Ff,0,10,27,Other,1,2015
1815,R_ag8UOnef89Lq0w5,1,9,20,White,2,2015
1816,R_agfFPdRQuEtMI7j,0,10,19,Black,1,2015
1817,R_aggdgSV8kkxEx5H,0,9,19,White,1,2015
1818,R_agukb1AnnQXzVwV,1,9,18,Multiple,1,2015
1819,R_agz5EuriDK5H7xz,1,10,19,White,1,2015
1820,R_Ah2XUUQnn5FIZXP,0,9,19,White,1,2015
1821,R_ahFGkowkRelF8iZ,1,9,18,White,1,2015
1822,R_ahHuVDHGUA36O8d,0,9,18,White,1,2015
1823,R_ai1dlc4gJMw8BYB,0,10,20,White,2,2015
1824,R_ai8IjuQN3oLsbQJ,1,10,19,White,2,2015
1825,R_ai99Lj8s0KBMyeV,1,9,19,White,1,2015
1826,R_AmHKF1TS5SxEq6l,0,10,20,White,3,2015
1827,R_AnGgwSrMk6kILD3,1,9,20,White,2,2016
1828,R_aUYSSV2TjoQhPa5,1,9,20,Other,2,2015
1829,R_aUZaV6k6HwRUpPD,1,10,19,White,2,2015
1830,R_aUZU61KMG9cabxX,1,9,19,White,1,2015
1831,R_aVENKd1nozkZe6x,1,9,,White,1,2015
1832,R_aWg6VOH2mQMTFKR,1,9,19,White,2,2015
1833,R_aWQkt7DoQdOUmWx,1,10,18,White,1,2015
1834,R_aXcxQ3SX1tRYAK1,0,10,19,White,2,2015
1835,R_aXDUQS1t9hHl8CV,1,9,26,Asian,3,2015
1836,R_aXLpua5tZ9mKr1n,1,10,19,White,1,2016
1837,R_aXYLFK4gbZdxHDL,1,9,19,White,1,2015
1838,R_aYiTSfPHj0QZYjj,0,10,19,White,1,2015
1839,R_aYs8mUlUuHnLGzb,1,10,18,White,1,2015
1840,R_AzgygrCY47FAO41,1,9,27,White,3,2016
1841,R_b1xJwyzZzIYVodj,1,9,19,White,1,2016
1842,R_b3drjQiUwYSjSBL,1,10,20,White,2,2015
1843,R_b3f01WeQjxkunkx,1,10,18,White,1,2015
1844,R_b3kJZqWmYLzwlb3,1,10,19,Black,1,2016
1845,R_b3Lh6lUdTL9XILb,1,9,26,White,2,2015
1846,R_b42GfPxLQLWJ8X3,1,10,18,White,1,2015
1847,R_b465sD3beo7CByB,1,9,19,White,1,2015
1848,R_b4t8X80kqENMsfj,0,10,19,White,1,2015
1849,R_b7M2CxvLGqUx2cd,1,9,18,White,1,2015
1850,R_b7MuIhzJ36XXBul,0,10,29,Asian,3,2015
1851,R_b8FpC9f8sRHPkqN,1,10,21,White,3,2015
1852,R_b8UvsyjITyuJMLH,0,10,28,White,3,2015
1853,R_b8XF9jJRFLhZcwZ,1,10,18,White,1,2015
1854,R_b8Z7tgnCEdQUFvL,1,9,20,White,1,2015
1855,R_b8ZLbjt8o9KxUb3,0,10,18,White,1,2015
1856,R_bBiX9AUvhFszneZ,0,10,17,White,1,2015
1857,R_bC413DgttQjLm81,1,10,18,White,1,2015
1858,R_bCn1qMB0N8B95c1,1,10,20,White,3,2015
1859,R_bDaN4nu64FM1Ibj,1,10,18,White,1,2015
1860,R_bdDlbJiD9ZVfmDP,1,10,18,Black,1,2015
1861,R_beA2VNy6Qiv8l,1,9,21,White,3,2016
1862,R_beaXfMtBPwHBUvr,0,10,18,White,1,2015
1863,R_beb5TDbmN9Vs8Ch,1,10,18,White,1,2015
1864,R_bEPhqL9L1mNMgeh,0,10,23,White,2,2015
1865,R_bEshthTziRQoxoh,0,9,19,White,2,2015
1866,R_beXcSWHOJSeDwLH,1,10,20,Other,2,2015
1867,R_beYEfWHntJfbB3L,1,10,21,White,3,2015
1868,R_bf4FvteoDPfM0a9,1,9,18,White,1,2015
1869,R_bfMAGTv2JqoAoiF,1,10,27,Other,2,2015
1870,R_bg9s9mNWTyT8V,1,10,18,White,1,2015
1871,R_bgbjIfvMuyijdC5,1,10,19,White,1,2015
1872,R_bHMvx0mpvciKkXX,0,10,21,White,4,2015
1873,R_bHrSOOe9tjzZKjX,1,9,19,White,1,2015
1874,R_bI4ZcPHmgmTjXKt,0,10,21,Other,2,2015
1875,R_bIwLrFghAjI8l5b,1,9,19,White,1,2015
1876,R_bj6DGP2Jy8i7VyJ,1,10,19,White,1,2015
1877,R_bJ8VJjkmMoQPIMZ,1,10,18,White,2,2015
1878,R_bJAPva3Gjcch5vT,0,9,30,White,1,2015
1879,R_bjb2CJYlpDUzLKt,0,9,18,White,1,2015
1880,R_bJFkeJv9vvv8KmF,1,9,40,White,2,2015
1881,R_bJkTumzDKp5fGsd,1,10,19,White,1,2015
1882,R_bJmt6VlphRT1WEB,0,9,21,White,3,2015
1883,R_BJN8JG75xzaohwd,1,10,19,Multiple,1,2016
1884,R_BJQrH3wxN3ioUeZ,0,10,18,White,1,2015
1885,R_bK2I5pLyBt45i9j,1,10,21,White,3,2015
1886,R_bkJBOsVc0dTwhG5,0,9,18,White,1,2015
1887,R_bkJMGCZVLhi66RT,1,9,18,White,1,2015
1888,R_bkJyhIMXAYW8b77,1,10,18,White,1,2015
1889,R_blJhmc9qSnu0GS9,0,10,18,White,1,2015
1890,R_bmil6qX1rdB8INj,1,10,19,Black,1,2016
1891,R_bmiqnCnR5nEOgdf,0,10,18,White,1,2015
1892,R_bOgJezuBcJuOho1,1,9,18,White,1,2015
1893,R_bOOLakaQh8yM5KJ,1,10,19,White,2,2015
1894,R_bOQ1YWtpECg0Ujb,0,10,18,White,1,2015
1895,R_bp7XuuP5AeBcv8p,1,10,19,White,1,2015
1896,R_bp9BBuOlYTH4mEd,0,9,18,White,1,2015
1897,R_bp9miyObiWbfr7v,1,10,19,White,1,2015
1898,R_bPBPyANRzEaNc2Z,0,10,18,White,1,2015
1899,R_bPbyj3GkS5ZY65D,0,10,19,White,1,2015
1900,R_bpSSWyyj1npb2tv,0,10,23,White,2,2015
1901,R_BPvhVlXVuUKua53,1,9,23,White,3,2016
1902,R_bpZESg7qg2WMwgh,1,9,21,,1,2016
1903,R_bPZkvQSo1qDphKR,1,9,18,White,1,2015
1904,R_bQ4fpt6Bd9KsYQd,1,10,19,White,2,2015
1905,R_bqEPJ6yyCiYdHgh,1,9,23,White,4,2015
1906,R_bqKRDceZUD0qFYV,1,10,21,White,3,2015
1907,R_bQtj4j54Z6yshdr,1,10,18,White,1,2015
1908,R_brRnyve3nTYj177,0,10,,White,2,2015
1909,R_brXjUjo4Bt1L1VX,1,10,18,White,1,2015
1910,R_bs8Yln2bgE3WzZj,1,10,18,White,1,2015
1911,R_bshPPlsRXf2vh9X,1,10,18,White,1,2015
1912,R_BsTnPOAVycB7fH3,0,10,19,White,2,2015
1913,R_BtgU6tWET8euTUR,1,9,19,White,1,2016
1914,R_bveGuOsUJyFZnBX,1,10,25,White,1,2015
1915,R_bvGTkJDt8aXTPpP,1,9,18,White,1,2015
1916,R_bvK4q06CHN01tFX,1,9,20,Other,2,2015
1917,R_bvYMX1as758gxrn,1,9,21,White,1,2015
1918,R_BWBMhkUpVjqGhqh,0,,,,,2016
1919,R_BWKBJdZAw2MpyMN,1,9,19,White,2,2016
1920,R_bwrlwnTN3XiKSVf,0,10,17,White,1,2015
1921,R_bx731HlRqkrEmgd,1,9,25,White,3,2015
1922,R_bx75kdcFQ3i8P1H,1,9,19,White,1,2015
1923,R_BxBLd8bSw7ioFln,1,10,19,White,1,2016
1924,R_bxEiGvUMM0FREYR,0,10,19,White,2,2015
1925,R_bxQ3rbCZXozb4JT,1,10,20,White,3,2015
1926,R_bydC4Eg172fmejL,0,10,21,White,4,2015
1927,R_bynxRS11RYSl553,1,10,18,White,1,2015
1928,R_BzVEXxAj8t8RqBX,1,9,26,Other,1,2016
1929,R_Bzy9SRtBikFlxXb,1,10,18,White,1,2015
1930,R_C2nCJvYnwhbPkPv,1,10,19,Black,1,2015
1931,R_C9nHIEwDKPTbgu5,1,10,18,White,1,2015
1932,R_cANXo7rXDs0cAql,1,10,43,White,3,2016
1933,R_cB08gJRp16HWucR,0,9,23,Other,1,2016
1934,R_cBc2jNhsxpfUQcJ,1,10,19,White,1,2015
1935,R_cBDuAI67MOn8Mx7,1,9,22,White,4,2015
1936,R_cBlJb0ySzxHeIzH,0,9,20,White,2,2015
1937,R_cBnKCuzPO8iIPaZ,1,10,18,White,1,2015
1938,R_cCjucCeb72WXOQF,1,10,23,White,1,2016
1939,R_cCPQDEtz8WKVZoF,0,10,19,White,2,2015
1940,R_cDdc2R8TY27m1,0,9,18,Multiple,1,2015
1941,R_Ce7PYexrI8NVa1z,1,9,20,White,2,2016
1942,R_cFJXFCosMyWvV7T,1,9,,White,2,2015
1943,R_cFLwTE17NsgJYLn,1,10,18,White,1,2015
1944,R_Cg11cLtF3e6jnvH,1,,,,,2016
1945,R_cG7ka364f2eqBBr,1,10,19,White,1,2015
1946,R_cHDnx6WWSpbKDJz,0,10,18,White,1,2015
1947,R_cHetvpaQUUummQB,1,10,19,White,2,2015
1948,R_cHM1JkuFlrGrOm1,1,10,18,White,1,2015
1949,R_cHzXnWUHgrjplid,1,10,18,White,1,2015
1950,R_cIaFcYFXcqImvyZ,1,10,19,Other,1,2015
1951,R_cJ5G9kTKGddWdh3,0,10,19,White,1,2015
1952,R_CkNlhLCecphAAAF,0,9,19,White,1,2015
1953,R_CleLq1aEXGkxeyB,1,10,19,White,1,2016
1954,R_cLJAVjfmnDPgRIV,0,10,26,White,3,2015
1955,R_cLVRvZWjmrlRUFv,1,10,23,White,4,2015
1956,R_cMcMaxw0VIHD9Nb,0,,,,,2015
1957,R_cMI8U1xDvH2NnTv,1,10,18,White,1,2015
1958,R_cMImorIGgJN2rml,0,10,18,White,1,2015
1959,R_cMWwUiXBNMU0zyJ,1,9,19,White,1,2015
1960,R_cNhmKRSShXy3hoV,1,9,21,White,3,2015
1961,R_cNqeA9BxQq2q0QZ,1,10,19,White,1,2016
1962,R_cORgpwla3MBELvP,0,9,18,White,1,2015
1963,R_cOsCUf3wj1xSckZ,1,10,18,White,1,2015
1964,R_cOuJTCgDt3uIvsh,1,10,19,White,3,2015
1965,R_cOzoQOHFkPQIrR3,0,10,20,White,3,2015
1966,R_cPbKweH5xdXhhYx,1,10,18,White,1,2015
1967,R_cRV13zfQL2W0VtT,1,9,19,White,2,2015
1968,R_cSCb2tURJW6jyLj,1,9,19,Multiple,1,2015
1969,R_cSklLsdUOAHmsMR,0,9,22,White,3,2015
1970,R_cTOL5s8FAEvyyCF,1,10,18,White,1,2015
1971,R_cu7PW0OfyFwtbcV,1,10,20,White,3,2015
1972,R_cUBQvaMIk6rLtOJ,1,10,20,White,2,2015
1973,R_cUgHXfmqmhDLA1r,1,9,19,White,1,2015
1974,R_cunPYqQqb4AnCol,1,10,18,Other,1,2015
1975,R_cuPU7QOpGJubFrv,1,9,20,White,2,2015
1976,R_cur8PmlwXkoSS9L,0,9,20,White,3,2015
1977,R_cUTuxwpJ4h1pIgp,1,10,19,White,2,2016
1978,R_cUU8UHecteQ8kLj,1,10,18,White,1,2015
1979,R_cUWOmWCxozByjY1,1,9,22,White,2,2015
1980,R_cuXgfJNmhTZzHil,0,9,18,White,1,2015
1981,R_cVfIHEVzbvzg74x,1,10,19,White,1,2015
1982,R_cVld5S1bDcxWPPv,1,9,,White,2,2015
1983,R_cw5HJyMbYmd6xdX,1,10,18,White,1,2015
1984,R_cwGrHFihdVZDkIl,1,9,19,White,1,2015
1985,R_cx9uBomM1QPtdZP,0,10,18,White,1,2015
1986,R_cXZ97TsjwWl4HxT,1,9,18,White,1,2016
1987,R_cYDafoNBUWR45s5,1,9,19,White,1,2016
1988,R_cYetFAUs0oShSvj,1,10,21,Black,2,2015
1989,R_cZ397m3KkVKlwI5,1,10,22,White,4,2015
1990,R_czJgVGxDJEzBRvn,0,10,23,White,4,2015
1991,R_cZwH6KI1afFVx3v,0,10,25,White,1,2015
1992,R_d0GuyIOQ6MXcdSt,1,10,19,Black,1,2015
1993,R_D0kGS7AMkbExEqZ,0,9,18,White,1,2015
1994,R_d0Svj2TqRVEuHEF,0,10,52,White,1,2015
1995,R_d43DzP6hnbOk9YV,0,10,18,White,1,2015
1996,R_d4pyrIaZPsV9oIB,1,9,19,Other,1,2015
1997,R_d6ehZWq47pZa6NL,1,9,19,White,1,2015
1998,R_d6TEMSB5CQmFGoR,1,9,19,White,1,2015
1999,R_d6XoHyxsS3WDRAN,0,10,18,White,1,2015
2000,R_d75wniOcVACruPr,0,10,20,White,3,2015
2001,R_D7bNb63np13Qhwt,1,10,18,White,1,2016
2002,R_d7l4RGaQeQsOTpr,1,9,18,White,1,2015
2003,R_dajufdiiW2McV25,0,9,18,White,1,2015
2004,R_daMNghaIcwIPWlf,0,10,18,White,1,2015
2005,R_dcHNGCPLlH85hyd,1,10,18,Multiple,1,2015
2006,R_dcKbRQxvkFUAA85,0,9,18,Black,1,2015
2007,R_dd8aMufx8oYOEsF,0,10,18,White,1,2015
2008,R_Df7aAZPMWiJXQpX,0,10,18,Black,1,2016
2009,R_dfXMqpRk809rdGF,0,10,18,White,1,2015
2010,R_dgJDSaUoSZ70r2d,0,9,21,White,3,2015
2011,R_dhcEVP8kX3M4EqB,1,9,22,White,3,2016
2012,R_dhEV4Ack2YJU1pz,1,10,18,White,1,2015
2013,R_DHKtn24MJoZAgBH,1,10,18,White,1,2016
2014,R_dhQOS7xgJfcOdeF,1,9,18,Black,1,2016
2015,R_dhS14S0FMTGYCtT,0,9,18,White,1,2015
2016,R_dhTxTS6VZwuIjbf,1,10,18,White,1,2015
2017,R_dhuAHtO5MMYqG0t,0,10,18,White,3,2015
2018,R_dhZcEIUPVnSMFAF,0,10,20,White,3,2015
2019,R_diE8oVswCP3yxHn,0,10,18,White,1,2015
2020,R_dj555QQtUaxofe5,1,10,19,White,2,2015
2021,R_djc9gwD18zLXWJL,1,10,19,White,1,2015
2022,R_dm7EmL1P093QlVP,0,10,18,White,1,2015
2023,R_dmAuzZTQOMGioSN,1,10,19,White,1,2015
2024,R_dmbXMuPabNLnhtz,0,9,21,White,3,2015
2025,R_dmQEUKdvBauPkG1,1,10,19,White,1,2015
2026,R_dmwItxPvjasIajz,0,10,20,White,3,2015
2027,R_DMZSsTvLgMcl1jb,0,9,18,White,1,2015
2028,R_dnijojZ34WgSnGV,1,10,19,White,1,2016
2029,R_do4B3sjpXBzR5VX,0,10,18,White,1,2015
2030,R_dojNKS0IFXX6Zox,1,9,18,White,1,2015
2031,R_doLAqpDB1HXfee1,0,10,18,Asian,1,2015
2032,R_dosshHgOegzTz7f,1,10,18,White,2,2015
2033,R_dpAEwh1qBOe1RmR,1,10,20,White,3,2015
2034,R_DS0kVvCuLfxy2CB,0,10,18,Multiple,1,2015
2035,R_Dw3bBdwM5xjlJNn,1,10,19,White,1,2016
2036,R_e2HP6vkXGw3d3yB,1,10,20,White,2,2015
2037,R_e2qcuLXfn0hco3T,0,10,18,Black,1,2015
2038,R_e2rAeX0qCt9RxNr,0,10,18,White,1,2015
2039,R_e386FXyh8ReqyUZ,1,10,18,White,1,2015
2040,R_e3dXBTKQRvJijKR,0,10,19,White,2,2015
2041,R_e3szj7hISg4yCoV,1,10,19,White,1,2016
2042,R_e3UA2zp1M8FUvuB,0,10,18,White,1,2015
2043,R_e3w9iAQHGUta4fj,0,10,19,White,2,2015
2044,R_e3Wd4JFpyg7Rz,0,,,,,2015
2045,R_e4AVqWxf3XKN9EV,0,10,18,White,1,2015
2046,R_e4B2gzxXd7YrUDH,1,10,19,White,1,2015
2047,R_e4dRMilPvaHLD5H,0,10,20,White,3,2015
2048,R_e4I5hScKtJqE8tv,1,,,,,2015
2049,R_e4YmpdCljsuWYHb,1,9,19,White,1,2015
2050,R_e4YZp23c8NQej9r,1,10,18,White,1,2015
2051,R_e50hltpDApE5XHT,1,10,18,White,1,2015
2052,R_e5Mw9V1pL2JFPsF,1,10,18,Other,1,2015
2053,R_e5TJ9JunRRsiNBH,0,9,21,White,4,2015
2054,R_e8lMyc9yqK45ZL7,0,10,19,White,2,2015
2055,R_e8WMUvgXD18euaN,0,10,20,White,3,2015
2056,R_e98b4kCF0HjFkAR,0,10,18,White,1,2015
2057,R_e9e7IE48hvVjk2h,1,9,21,White,2,2015
2058,R_e9xvx3r6H5b6Fx3,0,10,20,White,2,2015
2059,R_e9XxYzd6m4gIqpL,0,10,18,White,1,2015
2060,R_eaL2EKsDmYlVL6d,0,10,18,White,1,2015
2061,R_eam4XlwexuhumX3,1,10,18,White,1,2015
2062,R_eb2PxNF4qSd5pXL,0,9,20,White,2,2015
2063,R_ebAP5w4c8jRYBmZ,1,10,19,White,1,2015
2064,R_ebqdKfazofBKxlH,1,10,18,White,1,2015
2065,R_ebULuRa7xukXU09,0,10,19,White,1,2016
2066,R_ebYaocACqVtSwOp,1,10,19,White,1,2015
2067,R_eCJSmGITgZhF2PH,1,9,19,White,1,2015
2068,R_eCMwfHzu7fs4nyt,1,10,19,White,1,2015
2069,R_eD2mfBdOuptHPUh,1,10,18,White,1,2015
2070,R_eD4gasgXWJD1H7H,1,10,19,Asian,1,2016
2071,R_eDPik6aieNlAvtP,1,9,18,White,1,2015
2072,R_eDsSDjhr6BbfwgZ,1,10,19,White,2,2015
2073,R_eE4Qfe0JAbqbQBn,0,10,18,White,1,2015
2074,R_eECHyTifEREUkuh,0,10,34,White,3,2015
2075,R_eEgOKiC2NFUgcsJ,1,10,18,White,1,2015
2076,R_eeulatkm19mAnLn,1,10,19,Asian,1,2015
2077,R_eEyQcYpzLoIAcK1,1,9,,Black,1,2015
2078,R_eF31GqcehCe0izz,0,10,35,White,1,2015
2079,R_eFdCNYBpdkV5HZr,1,9,21,Black,2,2015
2080,R_eFJG8KWmZEIvSTj,1,10,18,White,1,2015
2081,R_eFmBl2VQyZw4G3z,1,10,19,White,2,2015
2082,R_eFMFae7ZQ4W6bYJ,1,9,38,Other,1,2016
2083,R_efZ6w9jNfv6TdwV,1,9,18,White,2,2015
2084,R_eG7amGMgmPU7q1T,0,9,18,White,1,2015
2085,R_egGaviXs70EGjZP,1,10,19,White,1,2015
2086,R_egn899VZNe6Tjdr,1,10,19,White,1,2015
2087,R_egO7oDkVegcoW1v,1,10,19,White,1,2015
2088,R_egpmj36Oa06Mjat,1,9,20,White,2,2015
2089,R_ehByigTJBlTekV7,1,10,18,White,1,2015
2090,R_ehfoBqti3FEuc7z,1,,,,2,2015
2091,R_eJctWpNV14wYPWd,1,10,19,White,1,2015
2092,R_eK907UwTHLViz5z,1,10,18,White,1,2015
2093,R_ekDeRq4j3p7eqYB,1,10,18,White,1,2015
2094,R_eL1hho0fgBEvxKR,0,10,18,White,1,2015
2095,R_elbKNhsbRaiE8wh,1,10,18,White,1,2016
2096,R_eldQSaZNk3llghv,0,9,19,White,2,2015
2097,R_eLMxaLkx4lm4HXH,0,10,19,White,1,2015
2098,R_elN6EZgcBjjYyuV,1,9,18,White,1,2015
2099,R_eLrrepznyxhlgIl,0,10,18,White,1,2015
2100,R_em4nexGHs6VQkSN,0,9,19,White,1,2015
2101,R_eM7YZnOvBcznNIt,1,10,18,White,1,2015
2102,R_emkLR6qLVErs4j7,0,10,,White,1,2015
2103,R_empS7ykVPTNMgBf,1,10,20,White,2,2015
2104,R_en4RJGKXc2Cg38R,1,10,21,,4,2016
2105,R_enGgTqpKxZ48z4x,0,,,,,2015
2106,R_enxuamjv6ktoL41,1,10,18,White,1,2015
2107,R_eo0M4fOh3nMLP6F,1,10,18,White,1,2016
2108,R_eOHqsyRyGmY1ZMF,1,9,19,White,1,2015
2109,R_ePA2zrZAmzlK2dn,0,10,21,Other,5,2015
2110,R_ePur9GxSXJkDaJf,0,10,18,White,1,2015
2111,R_eQi3cTihbYTADvn,0,10,18,White,1,2015
2112,R_eqRkm6Ify84NiOF,1,10,19,Multiple,1,2015
2113,R_eqWTvQfVWA8HxBz,0,9,21,White,4,2015
2114,R_eqyJzY9wP6vIke1,0,10,19,White,1,2015
2115,R_erg1ox0FPBy5vBT,0,10,19,Black,2,2015
2116,R_eRKTo9HjxkLFv3n,1,,,,1,2015
2117,R_erkY3OtEkMn1Ehr,0,9,18,Black,1,2015
2118,R_eRrEbKPv7FyQlud,1,10,23,White,3,2015
2119,R_es7c7t0o7CsN2p3,1,10,18,White,2,2016
2120,R_escu0aT0aX7rqBL,1,10,19,White,1,2015
2121,R_esnnqrLGxDWWtPT,1,10,22,White,3,2015
