,V1,Source,Gender,Age,Ethnicity,YearinSchool,YEAR
864,R_2wcnTiddXakQa7j,1,9,18,White,1,2016
865,R_2wGrFVsIv8RTDc4,1,10,19,Black,1,2016
866,R_2whLYcuTYEzj8yO,0,9,19,White,1,2015
867,R_2WI3mVQvilse3It,1,9,18,Black,1,2015
868,R_2wiAQsUwyzdzrP8,1,9,19,White,1,2016
869,R_2wiVNnHPSG3seru,1,9,19,White,1,2016
870,R_2wjbF4U8tEwzPiR,1,9,19,White,1,2016
871,R_2WJCku2Bv5uUbFD,1,9,20,White,1,2016
872,R_2wL8uffJXEMIAK1,1,10,19,White,1,2016
873,R_2wM2vJi2wGwdrMx,0,9,19,White,1,2016
874,R_2WPbd3TlsQoy5Bn,0,10,19,White,1,2015
875,R_2WPiMMEqGotBEue,1,9,21,White,3,2016
876,R_2wpq2OLvAoYo0yf,0,10,24,White,3,2015
877,R_2wRYO9WYdksok29,1,10,19,White,2,2016
878,R_2WSSTvKOFg3YNdr,1,9,20,Other,2,2016
879,R_2WUAFlC2Rx0WxJG,1,10,18,White,1,2016
880,R_2wvpDL13OoY5Qcw,0,9,18,Other,1,2015
881,R_2wvu7tiDqKlf94I,1,9,19,White,1,2015
882,R_2WvxjBGS9GKUmww,1,10,19,White,1,2016
883,R_2wzTLEjZJ82e22S,1,,,,,2016
884,R_2X4pElQr38U2DFu,1,10,18,White,1,2016
885,R_2X5tED9sULIqom3,0,9,23,Black,4,2016
886,R_2XaCnc5kh0AhnCq,1,9,19,White,1,2016
887,R_2XaFJB1awpLsBjt,1,10,18,White,1,2016
888,R_2XciUT3IkiB5tag,1,10,18,Black,1,2016
889,R_2xG15baPtqHGkhG,1,10,18,White,1,2015
890,R_2XgRfp2zmixVorU,0,10,27,White,4,2015
891,R_2Xh5XWzxextJXnC,0,9,19,White,2,2015
892,R_2xKqIcQ8HBClruq,1,10,18,White,1,2015
893,R_2XnxchUzGa84JjU,1,9,20,White,2,2016
894,R_2xPJyN4Qhqj0gM5,0,10,19,White,1,2015
895,R_2xQxPl4frbo5zgQ,1,10,18,White,1,2016
896,R_2xRE2wed9qBpJaH,1,10,19,Multiple,1,2016
897,R_2xYnk75ES0nhX0c,1,9,19,White,1,2016
898,R_2y4zaFYXU5tbPTQ,1,10,19,White,1,2016
899,R_2Y5opoe8nUi8Fzl,0,10,19,White,1,2015
900,R_2Y5rIIlKY1S1GHu,0,10,20,White,1,2015
901,R_2y75cQzi9H6taMa,1,10,19,White,1,2016
902,R_2YEVslk3zef8fpE,0,10,18,White,1,2015
903,R_2YgKBmYHqOITTSU,1,9,19,White,1,2016
904,R_2yjcBMH1ReoUkJU,0,9,19,White,1,2015
905,R_2yji9WWzjgpSMr6,1,9,20,White,3,2016
906,R_2YnCTVHEHW6ggVM,0,10,19,White,1,2016
907,R_2Ynui9jsS8XrSUM,1,10,18,White,1,2016
908,R_2YQvnT1BDw0NemE,1,,,,,2016
909,R_2YrbxF7iHWGlOTo,0,9,20,White,2,2015
910,R_2YrEJyAQRoSN53j,1,10,19,White,1,2016
911,R_2YtA5pQ2fzVEJS9,0,9,18,White,1,2015
912,R_2YVpcm3yWWH1XO4,0,10,18,White,2,2016
913,R_2YXppvqhJP1w0Lm,1,9,19,White,1,2016
914,R_2YzaOF7CvHxdZeR,1,10,19,White,1,2016
915,R_2YzEhQq8EWD5pBr,1,10,19,White,3,2016
916,R_2z7QEJm1QKwIgbi,1,9,19,White,2,2016
917,R_2ZBLji3nkcD518n,0,10,22,Black,4,2015
918,R_2ZBwGRGjHpYqjrT,1,10,17,White,1,2015
919,R_2zcjTB8bSaZSQ72,1,10,19,White,1,2016
920,R_2ZE0ml7a2CZg6am,1,10,19,White,1,2016
921,R_2zFJ0fKfxo4dikj,0,9,20,White,2,2016
922,R_2zHEsyTl9NNjAAW,1,10,19,White,1,2016
923,R_2zJdrHrikOnv2Jl,1,10,19,Black,1,2016
924,R_2zMVknBQ6PKIR9F,1,10,19,White,1,2016
925,R_2zomBqokwADIMdE,1,10,19,Black,1,2016
926,R_2zoQ3AgdnjnFFW7,1,9,19,White,1,2016
927,R_2ZOVY1cUXjiOFZ2,1,10,18,White,1,2016
928,R_2zPkDdBVHcNgFmA,1,10,19,White,1,2016
929,R_2zqiDWNhFlkVAIN,1,9,19,Other,1,2016
930,R_2zqkyEaBfD3asLk,0,9,19,Black,1,2015
931,R_2zSbPP9ElWMZRPG,0,9,23,White,3,2015
932,R_2zuu4Tds7YSTw8k,1,10,21,White,3,2016
933,R_2zvB9zG81Wl7iKO,1,9,19,White,1,2016
934,R_2ZVVwJlKlWp0DOg,1,10,19,White,1,2016
935,R_2zvxv0YU1hIeHS2,1,10,18,White,1,2016
936,R_307cDBkvu138Aqa,0,10,19,White,1,2016
937,R_30908RT9dVHmUHY,1,10,20,White,3,2015
938,R_30c2L2yuofoUGlx,1,9,18,White,1,2016
939,R_30cnHupt3j2gIHF,0,10,19,White,1,2015
940,R_30k4UheteYUf1EA,1,9,21,Black,3,2016
941,R_31a6tq2QsHMsweH,1,9,18,White,1,2016
942,R_31AAJg5h3KPpiei,1,9,19,White,1,2016
943,R_31AwvdQq0EZU1RQ,1,,,,,2016
944,R_31BpioMrjU3Z0PU,1,,,,,2016
945,R_31Hm5lj5tZ1ytSr,0,10,22,Asian,4,2015
946,R_31mHeffYw1NTiUa,1,9,18,White,1,2016
947,R_31SJt7vHRJOUWX0,0,9,24,White,2,2015
948,R_31SnjQx5mLoomwS,0,9,20,White,2,2015
949,R_31u546g1c9QahdW,1,9,18,White,1,2016
950,R_31vDLqAySNwEVs7,0,10,19,White,1,2015
951,R_31ykK3y4il9itW0,0,10,19,White,1,2015
952,R_324LM5k63hKnUwJ,1,9,20,White,2,2016
953,R_324OxSWNuaJb8pe,0,9,28,Other,1,2015
954,R_32IL9opLY8QYNl5,0,,,,,2016
955,R_32R986SectgT57v,1,9,19,White,1,2016
956,R_32VlRPvgyVybk80,1,9,19,White,2,2016
957,R_32Voyl0P1m9OCX2,0,9,23,Other,3,2015
958,R_330TRmEUtteIder,1,10,20,White,2,2015
959,R_331hTibxmoDvfy0,1,10,18,White,2,2016
960,R_332o3QyEZHqTA2A,0,9,,White,1,2015
961,R_3338afZQjWgmtyh,1,10,19,White,1,2016
962,R_334ihv10t3MvyvH,0,10,20,White,2,2015
963,R_338qGtTMkauMqg0,1,9,19,White,2,2016
964,R_339BvC08oksIEv3,0,10,18,White,1,2015
965,R_33atzMQI6EKadQF,0,9,19,White,1,2016
966,R_33B8AgvA61G2N66,1,9,19,White,1,2016
967,R_33Bb7Gwxeup9P0s,0,10,19,White,2,2015
968,R_33BfpWR61dt3fj8,0,9,22,Other,3,2016
969,R_33dPGKtzJgHKYAa,1,10,20,White,3,2015
970,R_33gaJhSCzb0Zs,0,9,19,White,2,2015
971,R_33gnChm1DepFqeq,0,10,28,Other,1,2015
972,R_33gz8bzsqx3nCqE,0,10,18,White,2,2016
973,R_33lsF1eXZeJcS1I,1,9,17,White,1,2015
974,R_33mf37vHPUMeZQ4,1,10,18,White,2,2016
975,R_33ppV7ZJJDp9zl9,0,9,18,White,1,2015
976,R_37CKxsYOmZMw2X3,0,10,20,White,2,2015
977,R_37SBXRVx9LRQpOR,1,10,18,White,1,2015
978,R_37vbH8RHBin8bL7,1,10,18,White,1,2015
979,R_38CdqiTJLbsUDUV,1,9,19,White,1,2015
980,R_38fVEX1YMDmClQ9,1,10,18,White,1,2015
981,R_38GKBiSqBfxH78x,1,10,18,Black,1,2015
982,R_39jMlje0ypEOZgJ,1,9,19,White,1,2016
983,R_3aa88xQj3yRQwW9,0,10,19,White,1,2015
984,R_3aztkqx2oGRNIsR,0,9,18,White,1,2015
985,R_3aZvZvbqSFgVBgV,1,9,18,White,1,2015
986,R_3C3pgWDTlADma8t,1,9,20,Black,2,2015
987,R_3CMrKZnIP7sO1,1,10,18,White,1,2015
988,R_3CO9OD37mccPbFO,1,9,19,White,1,2016
989,R_3CPnVjTasj25XKM,1,9,19,White,2,2016
990,R_3CQvWLpaVhcrMiz,1,9,21,White,3,2015
991,R_3CSlqCNzPS2l4d7,0,10,18,White,1,2015
992,R_3CT3bKT54hiL7OM,0,10,18,White,1,2015
993,R_3CURLNkmiIJBW8K,1,10,20,White,2,2016
994,R_3CvqxDSgLJQZA8Z,1,10,19,White,1,2015
995,R_3CWPZCvngfZFLCJ,1,10,18,White,1,2015
996,R_3DAaCB5vto9jcdT,0,10,21,White,4,2015
997,R_3dDDJQrz2chbe3n,1,10,18,White,1,2015
998,R_3dExk1HK2ELtPUg,1,9,18,White,1,2015
999,R_3DfpSIUsi78Fo45,1,9,19,White,1,2015
1000,R_3dGv1Ar3ZdEumGI,1,9,20,Multiple,2,2015
1001,R_3DiP8BsJbybODyt,1,9,21,White,1,2016
1002,R_3DisY2eHvft8gJE,1,10,18,White,1,2015
1003,R_3DjffU3NTrB6hTw,1,9,27,,4,2016
1004,R_3DjSY8UTcDGje0g,0,10,18,Asian,1,2016
1005,R_3Djx8JLx0iNlgJX,1,10,19,Black,1,2016
1006,R_3dMtBHybZ5RvUX8,1,10,19,White,1,2016
1007,R_3Dnc0L2b3k828TN,1,10,18,Multiple,1,2016
1008,R_3Dnnxs0RbZDU7cF,1,9,24,Other,4,2016
1009,R_3DoKlGvpfXYtdqv,1,10,22,White,2,2015
1010,R_3DorKUmGbKp4XRB,0,10,19,White,1,2015
1011,R_3dP6fjpm2a9eBSZ,0,9,21,White,3,2015
1012,R_3Dq3DYIVtltVNDT,1,10,18,Other,1,2016
1013,R_3dRbEMQAUAN40wl,1,10,18,White,1,2015
1014,R_3DtjdjLQpAwf7SW,0,9,19,White,1,2015
1015,R_3DtNW4tHdKYRpyr,0,10,18,White,1,2015
1016,R_3DUBYEMlx4ijNjf,1,9,19,Asian,1,2015
1017,R_3dvirrDutHnWM4p,1,9,19,White,1,2016
1018,R_3dW9qCrgwTxg0Dx,1,10,20,White,2,2016
1019,R_3dWkGbj4GV0dc8J,0,9,,,1,2015
1020,R_3e2HZgi6OmZbdTy,0,9,24,,2,2016
1021,R_3e47V2zlCBWQgvF,1,10,20,White,2,2016
1022,R_3E5dtZ8p93bY43X,1,10,22,White,4,2015
1023,R_3e8BW8qAAuYhqh3,1,10,18,White,1,2016
1024,R_3e8ZPVipmO2vQ3v,1,10,18,White,1,2016
1025,R_3EA7GCs2Pic6RjQ,1,10,19,White,1,2016
1026,R_3eaT5WN6b0phhzI,1,9,22,White,3,2016
1027,R_3EE8MHF0XYbePZL,1,9,18,Other,1,2015
1028,R_3eFRykZY3FLAlz7,0,10,18,White,1,2015
1029,R_3Ei3ZaopzXS8xBf,0,9,20,White,2,2015
1030,R_3EiITEA1I04Xqjz,0,10,21,White,3,2015
1031,R_3ekT5Kt06Os468c,1,10,19,White,1,2015
1032,R_3eMcE18b7qYkiMZ,0,10,18,White,1,2015
1033,R_3Ep3tYKQiUfq6Ts,1,10,19,White,1,2016
1034,R_3EPSaHnBltfB9C5,1,9,18,White,1,2015
1035,R_3EQIF57k5N1Zt4n,1,9,18,Black,1,2016
1036,R_3EqSjwDPa2miwC1,1,10,18,White,1,2015
1037,R_3erl3LBXBG3APlM,0,9,23,White,1,2015
1038,R_3EsaQyz2GbHuC7r,1,10,18,White,1,2015
1039,R_3esHVOJiGFRFfh9,1,10,19,White,1,2016
1040,R_3etAmEvHjXlcp,0,,,,,2015
1041,R_3EtHTuWeI5vj1xC,0,10,18,White,2,2016
1042,R_3exdfgIgQF8WSx6,1,9,18,Asian,1,2016
1043,R_3eXUDneBqOTuZxj,1,10,18,White,1,2015
1044,R_3EyRYXrSJyZ0gNI,1,9,20,White,2,2016
1045,R_3F32WVE8ji5pHiR,1,10,22,White,3,2015
1046,R_3f37sD1Gih8LuCZ,1,9,19,White,1,2016
1047,R_3fBr5rVV6L3fEYX,0,10,19,White,2,2016
1048,R_3fBuny4tHYyXC0m,0,9,18,White,4,2016
1049,R_3FcYJxUENeevsqx,0,10,19,White,2,2015
1050,R_3FdiSg4ngjy3F65,1,10,35,White,1,2015
1051,R_3fDn0cn4PWDza4W,0,9,23,Other,2,2016
1052,R_3fHJGPTqbWxTKuR,1,10,19,White,1,2016
1053,R_3fI6ckprzR5ESWu,0,10,18,White,1,2015
1054,R_3fIcS4uPSP1Jnvt,1,10,18,White,1,2016
1055,R_3fJiLssqsI7b3wk,1,10,19,White,2,2015
1056,R_3fjiQg1xOi3Q5v2,0,9,21,White,2,2015
1057,R_3FKFSmxbUyDArED,0,9,18,White,1,2015
1058,R_3fKnnHOeO22fIfb,1,10,18,White,1,2015
1059,R_3flf8fWZBW9Jz46,1,9,20,White,3,2016
1060,R_3fo8K07aZdX4mvX,0,10,20,White,2,2015
1061,R_3fpH4DDif8VIPU5,1,10,18,White,1,2016
1062,R_3fpHk2oMhi9JpJf,1,9,18,White,1,2016
1063,R_3fPPLGDhXt6XFwG,1,9,21,,1,2016
1064,R_3FRJPsxZoA7fS7M,1,9,18,White,1,2015
1065,R_3FUUX0yJm6P6O4K,1,10,19,White,2,2015
1066,R_3fVKXRXU8cRvVJc,0,9,20,Other,2,2016
1067,R_3fwcBmhqQHPXeXI,1,10,19,White,1,2016
1068,R_3fWfXsyGnlRzc3h,1,10,19,White,1,2016
1069,R_3FWMQ9YUDMpnvAk,0,10,18,Black,1,2016
1070,R_3FXy3k04EnsI3uN,0,9,19,White,1,2016
1071,R_3g1KRowuzQclgbO,0,9,18,White,1,2015
1072,R_3gAXZGnqRo5avad,1,10,17,White,1,2015
1073,R_3Ge8xnF6iTGfi8S,1,10,19,Multiple,1,2016
1074,R_3geUCQujJmY7TV3,0,9,20,Black,2,2015
1075,R_3Gjpi4p489ORn2D,1,10,18,White,1,2015
1076,R_3Gk718pj4TVgYuJ,1,10,18,White,1,2016
1077,R_3GkUXP1Ek3mRvGl,1,10,18,White,1,2015
1078,R_3Gp5vOuOsOQNtn3,1,10,19,White,1,2015
1079,R_3gRx8f5YoQTjPSE,0,9,20,White,2,2015
1080,R_3gUJy7uFuVJb9UV,0,9,,Other,1,2015
1081,R_3h0LmHVIv8YnNvT,1,9,18,White,1,2015
1082,R_3h4NMxYZq0jZlyJ,0,10,18,White,1,2015
1083,R_3HAhwnd3VYuQSiM,1,10,18,White,1,2015
1084,R_3haoF2tPgzcqJFO,0,10,19,White,1,2016
1085,R_3hbfI0x4MuLsO0m,1,10,18,White,1,2016
1086,R_3hDsdYKNkdQwk3x,1,10,19,White,1,2016
1087,R_3HFLSO1tNPwOYqV,1,10,19,White,2,2015
1088,R_3HiaPz7dYtEd4CU,1,9,18,White,1,2016
1089,R_3HifABgcWH5Unzb,0,9,18,White,1,2015
1090,R_3HIFfbxwFLD5GIC,1,10,19,White,1,2016
1091,R_3HIi3JhMBUAU7xD,0,9,19,Multiple,1,2016
1092,R_3hlINLf1NSptEPx,1,9,21,Other,2,2016
1093,R_3hnKL0RCV7U35P8,0,9,21,White,3,2015
1094,R_3hnkxHhdhFWGFZ2,1,9,23,White,2,2016
1095,R_3HohAqMc63f76gb,0,10,18,White,1,2015
1096,R_3htCjY92RIgro2f,1,10,18,White,1,2015
1097,R_3HvHCd84GXPXDJY,0,10,19,White,2,2015
1098,R_3Hw9lRU3YfWmLoD,1,10,20,White,2,2016
1099,R_3HwCVEDJj0wxacZ,1,10,19,White,3,2016
1100,R_3HwwqW7hGik2qZB,0,10,19,White,1,2016
1101,R_3HXETaPQywA3eif,1,10,19,White,1,2016
1102,R_3HXsSzHTqKwfz8A,1,10,18,White,1,2015
1103,R_3hzt27juzGqsnNb,0,,19,White,1,2015
1104,R_3I44igls8H3i643,0,,,Other,3,2016
1105,R_3I4bRrV1VL1cJbv,1,9,18,White,1,2015
1106,R_3I67DFnqR8yWpMa,1,10,18,White,1,2016
1107,R_3IbimIlPqlOwqhb,1,10,19,White,1,2016
1108,R_3iC1ZmMfBwbLyaS,1,10,18,White,1,2016
1109,R_3iHY7B5Xte91UBm,0,9,19,White,1,2016
1110,R_3iL5kGvsgXNw0l5,1,10,18,Other,1,2015
1111,R_3im7vSVaqSvCOm6,1,9,18,White,1,2016
1112,R_3IPIkG3zSkBVz8y,1,10,19,White,1,2016
1113,R_3IQ1Iloezgg1Nnf,1,9,18,,,2015
1114,R_3ir4PYcXrZRYVT5,1,10,19,Other,1,2016
1115,R_3irLrlhSO5prmt6,0,10,,Black,1,2015
1116,R_3Irt5bI24LCthid,1,10,20,White,1,2015
1117,R_3isNVkdbb0N3ECC,1,9,18,White,1,2016
1118,R_3ISPz4Y9Edlhs9u,1,9,19,White,1,2016
1119,R_3iszzfx58syfeab,1,10,18,Asian,2,2015
1120,R_3iwgQ6ZxyQWHEKC,1,10,18,White,1,2015
1121,R_3IWsIylgpDiZUBj,1,,,,,2016
1122,R_3IXcP8xKP562UyL,1,10,18,White,1,2016
1123,R_3j04R1DYNgngOY1,0,9,18,Black,1,2015
1124,R_3J3jC3dOcoNeelM,1,9,37,White,3,2016
1125,R_3J3L6gqRQHNbAnQ,0,9,20,White,2,2015
1126,R_3J3ZU0Xm89DjEaU,0,9,18,White,1,2015
1127,R_3J57ZsqqlojAYfD,0,9,19,White,1,2016
1128,R_3j9Do5WTR8XnB6n,0,9,18,White,1,2015
1129,R_3j9hKmYCbi1kDPr,1,10,19,White,1,2016
1130,R_3j9hlX3kKZbTdYy,1,10,19,Black,1,2016
1131,R_3Ja4sFrpQ6aLBQX,1,10,18,Black,1,2015
1132,R_3jCeKF3EpFkxx,0,9,18,White,1,2015
1133,R_3jdtP0QKSIFgVAr,0,9,21,Other,2,2015
1134,R_3JEW79FqLLU4Idv,0,9,21,White,3,2015
1135,R_3JeYqKF1zUZeKyP,1,9,19,White,1,2016
1136,R_3JfKSpPKzjLsoyF,1,9,20,Other,2,2015
1137,R_3JJLf3iDh5zY080,1,10,18,White,1,2016
1138,R_3JknCHNXR08ryuA,1,10,19,Asian,1,2016
1139,R_3jS0lQmTBcQMNDb,0,9,19,White,1,2015
1140,R_3jSRK3Kzx7ktzCp,0,10,19,White,1,2016
1141,R_3JsZUIcIwrR4IE2,1,9,19,White,1,2016
1142,R_3Jt3lgRL0pzLIzT,1,9,24,White,1,2016
1143,R_3Jtjj00JLfC9aG7,0,9,34,White,5,2016
1144,R_3jVSZ6fuKbucqS1,1,10,18,White,1,2015
1145,R_3JxCAn1o1VXyE1R,0,9,19,White,1,2015
1146,R_3jY6h48RzupaZvb,0,9,18,Multiple,1,2015
1147,R_3JZ2ONM7nT3hzQp,1,10,18,White,1,2015
1148,R_3kAGGub0iCilwiG,0,10,19,White,1,2015
1149,R_3kdIbaN7ENsx3S6,1,9,19,White,1,2015
1150,R_3kENsPCjfHZw2NF,1,10,19,White,1,2016
1151,R_3kEPM5zqWb419UV,0,9,18,White,1,2015
1152,R_3kEZ5ggdwrRuIei,1,10,19,White,1,2016
1153,R_3kGm2XwedCPLate,1,10,19,White,2,2016
1154,R_3kGT6ouZ9gVXVGK,0,,,,,2016
1155,R_3kh4uoR4XG0feaj,1,10,,Multiple,1,2016
1156,R_3KHNE3E0KGBfUvf,1,10,19,White,1,2016
1157,R_3KI3Fj5sxoMYr27,1,10,19,Black,1,2015
1158,R_3KJwadCcNtY4qPQ,1,,,,,2016
1159,R_3kKVWIzoWFZx08P,0,9,22,White,2,2015
1160,R_3KmCth1Wq7twqLb,1,10,18,Black,1,2015
1161,R_3kMyWFEvG6iHxDU,1,10,18,White,1,2015
1162,R_3KNJqVq9WulfKmD,0,9,18,White,1,2015
1163,R_3knpq6uDVIPO4NX,1,10,21,White,3,2016
1164,R_3knw0tlzxwcNwtb,0,10,19,Asian,1,2016
1165,R_3KOdOMSMKbm7K1h,1,10,21,Other,3,2015
1166,R_3kpLZEPB9mBOq1U,1,10,22,White,2,2016
1167,R_3kqaPrSSecsk9M0,1,9,19,White,1,2016
1168,R_3kqQPYBTrBwYgKh,1,10,18,White,1,2015
1169,R_3krc4D8PBvnkoh7,1,10,18,White,1,2015
1170,R_3ksFyvzyGiLmtuJ,0,10,18,White,1,2016
1171,R_3KU8IjBf9HI0LEh,0,10,20,White,2,2015
1172,R_3KUDEd2007g51Xy,1,10,19,Black,2,2015
1173,R_3KUVADh122ZgJwm,0,10,23,Other,1,2016
1174,R_3KxeV5KKdifUFQh,0,9,,,2,2016
1175,R_3kz7Hef8o8PCmFy,1,10,18,White,1,2015
1176,R_3KZMD4g3bVhz3IM,0,9,18,White,1,2015
1177,R_3KZv0COzNjRWArj,0,10,19,White,1,2015
1178,R_3L0Y6MOTwlODXVY,0,9,19,White,1,2015
1179,R_3l1ZcjObNlyD7xj,1,9,20,White,2,2015
1180,R_3L2cF9uIiQiJ3cL,1,9,19,White,2,2015
1181,R_3L5OkGLA5ocgN,1,10,18,Other,1,2016
1182,R_3L5sz7TlbdmF2Ot,1,9,18,White,1,2016
1183,R_3L5uSA2Z6enRpCq,0,9,19,White,1,2015
1184,R_3L7H41Z4ImIJ7KZ,0,10,20,White,3,2015
1185,R_3L8LlKu8vrB2di5,1,9,19,Multiple,1,2015
1186,R_3Lal96YxisGMDJz,1,10,19,White,2,2015
1187,R_3lbWjRWo4eNohCZ,1,10,18,White,1,2015
1188,R_3LdN1XrAgoEIMW4,1,9,,,3,2016
1189,R_3LdojnBNc6064tW,1,10,19,White,1,2016
1190,R_3LiD4cy4oCAzLxJ,1,9,,White,1,2015
1191,R_3lJlwKrREHpLsR3,1,10,18,White,1,2015
1192,R_3lKtGQgyt4n3SDD,1,9,18,Black,1,2015
1193,R_3lqjdrYI1eZP8ih,1,10,18,White,1,2015
1194,R_3lRdOWicoNTK6vU,0,10,18,White,1,2015
1195,R_3lrFadsR23ECw0t,1,9,19,White,1,2016
1196,R_3lWuwRolVxUPpiE,0,,,,,2015
1197,R_3lySTYCQUPrtV6Q,1,9,19,White,1,2016
1198,R_3lyTfbUvvJylSXt,0,9,20,White,2,2015
1199,R_3M0tv47is5Lljjk,1,10,18,White,1,2015
1200,R_3m1zfnZFA8CNCjk,1,9,19,White,1,2016
1201,R_3MA077FaM6qqv7d,1,10,19,White,1,2016
1202,R_3MaqTQlxqePYS4x,1,9,19,White,1,2016
1203,R_3Mas5QiJL4mB8cd,0,9,18,White,1,2015
1204,R_3Mb5X4rPDZe3eWa,1,10,19,White,1,2016
1205,R_3merl0zCAG6mtV8,1,9,19,White,2,2015
1206,R_3mf1ZiwlVomWG34,1,10,18,White,1,2016
1207,R_3MfcDJWdDs8q0Hm,1,10,20,White,2,2016
1208,R_3MiB8V4y14Kl6l8,0,10,19,White,1,2015
1209,R_3mjDqfw0HXUWzCo,0,9,22,Other,2,2015
1210,R_3MKBBFewI0Q624d,0,10,18,White,1,2015
1211,R_3ml9S0vfiqmGkWI,1,9,18,White,1,2016
1212,R_3mlGSpOLaYvQVHD,1,9,18,White,1,2015
1213,R_3mlQoosDlsufOZx,0,9,18,White,5,2015
1214,R_3MLqPZf2mCbRqdi,0,9,19,White,2,2015
1215,R_3MnjPiq0M5oJevK,0,10,19,White,1,2016
1216,R_3MoKVVjItFAN5SK,1,9,23,White,2,2015
1217,R_3MoOkCba9xqePlO,1,9,19,White,1,2016
1218,R_3MQGZsg7ZP3XatY,0,9,19,White,1,2016
1219,R_3MrOz80ebtL61X8,1,9,19,White,2,2015
1220,R_3MSCBcv7gyIwYW9,1,10,18,White,1,2015
1221,R_3mwjiUR3SyoUY7z,1,9,18,White,1,2015
1222,R_3MyufHgR9PqtTMm,1,10,18,Multiple,1,2015
1223,R_3n0pBzHqgtso3c8,1,10,19,White,2,2016
1224,R_3n3ifIYHCqB5ZZk,1,9,19,White,1,2016
1225,R_3cJLvQiP7UKHY,0,9,19,White,4,2015
1226,R_3nc3fNUsxP59ql2,1,9,18,White,1,2015
1227,R_3nckfHj3secnNJn,0,10,18,White,1,2015
1228,R_3NCY5hLuZjptzDI,0,10,18,White,2,2015
1229,R_3nDeamjV52m56iQ,0,9,22,Other,3,2016
1230,R_3necaUUQBdCnpF4,1,9,21,White,2,2016
1231,R_3neFUv3pfiqOgeY,1,10,19,White,1,2016
1232,R_3NESo9DEcAXtQcK,0,10,19,White,2,2015
1233,R_3NEYYP5OKCvtmFc,1,9,21,White,1,2016
1234,R_3nGDLlEPsWxMW3v,1,10,19,White,1,2016
1235,R_3niblB3WoXhLaMh,1,10,18,White,1,2016
1236,R_3NIiIisy7wX4iM7,1,9,18,White,1,2016
1237,R_3njXhCvc55WgXph,0,9,19,White,1,2015
1238,R_3nMeLxV8mrbAhgs,1,9,21,Other,3,2016
1239,R_3nMLtIYd7Dh66Zx,1,10,19,White,1,2016
1240,R_3NNTd0S5F7l8vMF,1,9,18,White,1,2015
1241,R_3norEZuPqOtZUNP,0,10,19,Black,1,2015
1242,R_3nPDTvpbvdDnvH5,1,10,19,Other,1,2016
1243,R_3NPSvt5E6ZX6qg2,0,10,19,White,1,2015
1244,R_3NQicxeIO3BAa7k,0,9,18,White,1,2015
1245,R_3nqJoOfcLDFcDvO,1,10,21,White,3,2015
1246,R_3NR5T7vLlslzJb5,0,10,19,White,2,2015
1247,R_3nTqhV4MdqZLCFY,1,10,18,White,1,2016
1248,R_3NUGhGe7QXva7Fh,0,9,19,White,2,2015
1249,R_3nvMJkGzsCcMCkx,0,10,20,White,3,2015
1250,R_3nVNhGxxuIJs8zA,1,10,48,White,1,2015
1251,R_3nx9kNK0qciRr9b,1,10,18,White,1,2015
1252,R_3O0LUYZswBg7rLn,0,9,18,White,1,2015
1253,R_3O1drgUOTRasYcY,0,9,18,Black,1,2015
1254,R_3O1xznMtnnJp4ub,1,10,18,Other,1,2016
1255,R_3O60tfvP8IkU1Oq,0,9,22,Asian,3,2015
1256,R_3O7k9aMYHqoCxm2,0,10,19,White,1,2015
1257,R_3oAOagq5e8q1Vhw,0,10,19,White,1,2015
1258,R_3OcQ2Do8zcHQsCl,1,10,18,White,1,2016
1259,R_3oF3NVhzbZTXHIT,0,9,18,Black,1,2015
1260,R_3oG6hzxUvsK659G,1,9,,White,1,2016
1261,R_3OhpMfAK5GDllpb,1,9,19,White,2,2015
1262,R_3OiDEnboIVUyDz2,1,10,19,White,1,2016
1263,R_3oXTSbk8LJBp8Mx,0,10,22,White,4,2015
1264,R_3oZcyBqPMyzZQAi,1,10,18,White,1,2016
1265,R_3ozJ6eQhPvOnbHz,1,10,19,White,1,2015
1266,R_3ozRHsSX2pZv3dL,0,9,19,Multiple,1,2015
1267,R_3p0aEeYsPPm70fJ,0,10,18,White,1,2015
1268,R_3P3mkUP5m0dLOBL,1,10,18,White,1,2015
1269,R_3p5qpp6vmrD7q9j,1,10,19,White,1,2016
1270,R_3P6scvqm78v3aHh,1,10,19,White,2,2016
1271,R_3P6VGZlFU9BCvmc,1,9,15,Other,1,2016
1272,R_3P7QJM6veFcGjzg,0,9,19,White,1,2015
1273,R_3p8NZvz9OxXRpRx,1,10,21,White,3,2016
1274,R_3pA10YzFqzvHnb7,1,10,18,White,1,2015
1275,R_3PAIGUglEthYeOc,1,9,19,Other,1,2015
1276,R_3pb7DJFlIdn0Xzt,0,9,18,White,1,2015
1277,R_3pbYiBpwBFLFTNM,0,10,20,White,3,2015
1278,R_3Ph3dDYX9M86EAx,1,10,,,2,2015
1279,R_3PHp3sJ1fPZ8Hkp,1,9,19,White,1,2016
1280,R_3phVirAV51hmPgU,1,10,19,White,1,2016
1281,R_3PiDdcJL0pk0UQJ,1,10,21,White,4,2015
1282,R_3pimvMLzDsnOrUT,1,9,19,White,1,2016
1283,R_3PiQtnxCJZI6IXk,0,10,19,White,1,2015
1284,R_3pIYSLZ0AJUTcAB,1,10,23,White,1,2015
1285,R_3PjlleI91xneBji,1,9,19,White,1,2016
