age,gender,ethnic,major,minor,gpa,class,pilsf1_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,pilsftot,pil20tot,swlstot,songtot,songsuba,songsubb,mlq1_1,mlq2_1,mlq3_1,mlq4_1,mlq5_1,mlq6_1,mlq7_1,mlq8_1,mlq9_1,mlq10_1,mlqpres,mlqsearc,oq45tot,oq45sd,oq45ir,oq45sr,bsas1_1,bsas2_1,bsas3_1,bsas4_1,bsas5_1,bsas6_1,bsas7_1,bsas8_1,bsas9_1,bsas10_1,bsas11_1,bsas12_1,bsas13_1,bsas14_1,bsas15_1,bsas16_1,bsas17_1,bsas18_1,bsas19_1,bsas20_1,bsas21_1,bsas22_1,bsas23_1,bsasperm,bsasbc,bsascomm,bsasinst,caps1_1,caps2_1,caps3_1,caps4_1,caps5_1,caps6_1,caps7_1,caps8_1,captot,capspp,capssp,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtot,bps1_1,bps2_1,bps3_1,bps4_1,bps5_1,bps6_1,bps7_1,bps8_1,bps9_1,bps10_1,bps11_1,bps12_1,bps13_1,bps14_1,bps15_1,bps16_1,bps17_1,bps18_1,bps19_1,bps20_1,bps21_1,bps22_1,bps23_1,bps24_1,bps25_1,bps26_1,bps27_1,bps28_1,bpstot,hsq1_1,hsq2_1,hsq3_1,hsq4_1,hsq5_1,hsq6_1,hsq7_1,hsq8_1,hsq9_1,hsq10_1,hsq11_1,hsq12_1,hsq13_1,hsq14_1,hsq15_1,hsq16_1,hsq17_1,hsq18_1,hsq19_1,hsq20_1,hsq21_1,hsq22_1,hsq23_1,hsq24_1,hsq25_1,hsq26_1,hsq27_1,hsq28_1,hsq29_1,hsq30_1,hsq31_1,hsq32_1,hsqaff,hsqenh,hsqagg,hsqdef,las1_1,las2_1,las3_1,las4_1,las5_1,las6_1,las7_1,las8_1,las9_1,las10_1,las11_1,las12_1,las13_1,las14_1,las15_1,las16_1,las17_1,las18_1,las19_1,las20_1,las21_1,las22_1,las23_1,las24_1,lasero,laslud,lassto,laspra,lasman,lasaga,drs1_1,drs2_1,drs3_1,drs4_1,drs5_1,drs6_1,drs7_1,drs8_1,drs9_1,drs10_1,drs11_1,drs12_1,drs13_1,drs14_1,drs15_1,drstot,drscm,drsco,drsch,hps1_1,hps2_1,hps3_1,hps4_1,hps5_1,hps6_1,hps7_1,hps8_1,hps9_1,hps10_1,hps11_1,hps12_1,hpsag,hpspa,pil20cat,filter_$,pilsfcat,pilsfms,oq1_1,oq2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,pilsf2_1,pilsf3_1,pilsf4_1,PILSFBED,hpstot,userid
19,1,2,undecided,undecided,2,1,6,0,0,2,2,0,4,0,0,4,4,0,2,1,0,2,0,0,0,2,2,3,3,0,0,0,2,7,5,4,7,5,7,7,7,3,7,4,7,6,7,6,7,4,2,4,4,5,4,7,5,1,4,7,7,5,1,7,6,7,5,1,7,7,5,4,7,21,102,19,110,63,47,1,7,6,4,4,4,5,7,4,4,17,29,59,38,7,14,3,2,5,3,4,4,2,5,1,1,1,2,2,3,1,3,1,2,3,3,2,1,2,3,1.66666666666667,2,2.2,2,3,1,1,1,1,1,1,11,7,4,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,13,4,4,1,2,4,1,1,1,4,4,3,6,2,4,1,6,4,1,2,3,7,1,1,1,2,6,7,4,87,7,7,4,2,7,7,3,1,4,7,3,1,7,7,1,7,7,7,7,1,7,7,4,4,7,7,2,7,7,2,7,5,53,51,31,28,2,3,3,2,2,5,3,5,4,4,2,3,1,1,2,3,5,1,2,5,4,1,2,1,2.5,3.75,3.25,1.75,3.25,2,1,2,1,2,1,3,3,3,1,3,1,2,2,3,3,31,11,12,8,3,3,3,2,1,3,3,4,4,1,3,2,10,12,2,0,1,1,0,3,2,2,3,0,0,0,3,3,0,1,0,2,0,4,0,3,0,5,3,7,26,22,meaning8
18,2,2,Elementary Ed,N/A, ,1,7,0,0,3,0,0,1,2,1,1.71043771043771,3,0,0,0,1,1,0,1,2,3,0,0,0,0,0,0,1,4,4,3,3,3,5,4,2,2,7,2,1,1,3,7,1,1,7,1,5,5,3,6,7,4,7,7,5,7,7,7,6,4,4,1,4,7,4,7,5,25,107,32,66,26,40,5,4,4,5,5,6,4,4,7,4,28,20,40.7104377104377,21,12, ,4,5,5,5,5,3,3,5,5,5,3,3,3,5,1,3,5,3,3,3,3,4,5,4.5,3,3.4,3.6,1,1,1,3,1,1,1,1,10,6,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,5,1,5,4,3,4,3,1,3,1,2,4,1,4,7,4,7,2,4,4,5,1,3,4,6,4,7,1,100,7,7,2,1,7,4,2,1,7,5,3,1,7,6,1,1,7,5,3,1,7,7,4,1,7,4,1,5,7,5,4,1,56,43,20,12,4,4,4,2,5,5,5,5,3,4,3,4,5,1,2,3,2,4,3,5,3,3,4,5,3.5,5,3.5,2.75,3.5,3.75,2,2,3,3,3,3,1,2,2,3,3,2,2,3,2,36,11,11,14,4,4,2,3,1,4,3,3,4,4,1,3,15,14,2,1,3,2,0,1,1,1,1,2,1,0,1,2,0,2,1,0,0,4,0,2,1,7,6,5,23,29,meaning8
19,2,1,psychology,japanese,3.23,3,6,1,2,2,1,0,3,0,1,2,2,1,1,0,1,2,2,1,1,3,1,2,2,2,1,0,3,6,5,4,3,5,6,6,4,3,6,4,2,4,5,7,7,6,6,2,5,4,1,7,6,2,6,7,4,4,7,5,5,6,7,7,1,6,5,4,6,20,100,25,96,47,49,4,6,7,6,5,5,6,3,7,5,27,27,76,44,16,16,4,4,4,5,5,4,5,4,5,2,1,1,1,2,2,3,2,3,4,4,4,3,4,4.2,1,2.4,3.8,1,1,1,1,3,1,3,1,12,4,8,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,15,4,5,2,5,6,6,2,2,6,2,4,4,1,1,7,2,5,3,5,5,4,3,1,2,7,6,7,2,109,7,2,4,5,6,7,2,1,7,3,5,3,6,4,3,2,7,2,7,1,7,6,6,6,7,5,4,6,6,7,7,2,53,36,38,26,2,4,2,2,1,5,4,5,1,3,2,2,4,2,5,5,4,4,2,2,1,4,1,1,2.5,3.75,2,4,3,1.75,2,2,2,3,2,2,3,1,2,2,1,0,2,2,1,27,10,8,9,3,3,3,4,2,3,3,3,4,4,4,3,14,13,2,0,1,1,1,3,1,4,4,2,2,2,3,1,0,1,1,3,2,2,3,3,1,6,3,5,23,27,meaning9
18,2,2,nursing, ,2,1,7,0,0,4,2,0,2,0,2,2,0,0,0,0,2,0,0,2,2,2,0,1,2,0,0,0,2,7,5,3,5,2,4,7,6,3,7,2,6,4,4,4,7,4,2,4,5,5,5,7,7,5,5,5,4,5,5,5,4,2,6,2,6,7,7,4,7,22,103,18,91,48,43,3,5,5,2,3,4,7,7,1,7,13,31,50,30,5,15,3,4,5,5,5,5,5,4,5,4,1,1,1,5,1,2,3,3,3,4,1,1,3,4.5,1,2.8,2.4,4,4,3,4,3,1,1,1,21,15,6,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,12,3,6,5,6,2,1,3,5,5,2,4,4,2,2,3,2,5,4,6,4,2,2,3,6,3,4,3,3,100,7,7,6,7,7,7,1,4,7,1,7,1,7,5,1,2,7,7,6,1,7,1,7,7,7,5,3,3,5,5,4,1,54,38,35,26,1,1,1,1,3,2,2,5,1,1,1,1,2,1,1,5,5,4,5,5,5,5,5,5,1,3,1,2.25,4.75,5,3,3,2,3,1,3,3,3,2,3,1,2,0,1,3,33,14,14,5,3,4,3,3,2,4,3,3,4,3,4,2,13,13,2,0,2,1,0,0,1,4,3,3,0,1,1,2,0,4,0,3,0,2,0,1,0,4,7,4,25,26,meaning9
19,2,1,psychology,sociology,3,2,6,0,0,3,1,2,4,1,3,0,2,0,1,0,2,2,0,2,1,1,0,2,3,2,1,0,3,4,5,4,4,4,7,7,2,2,4,3,6,4,2,4,4,2,3,1,5,5,6,7,7,5,7,7,6,6,6,6,5,7,6,3,4,6,7,6,7,23,119,29,77,39,38,5,3,6,4,5,5,4,4,7,4,26,21,67,47,10,10,4,2,4,4,4,3,5,2,1,1,2,1,2,4,2,1,1,2,3,4,1,4,5,3,1.66666666666667,2,3.4,3,3,3,1,2,4,2,4,22,10,12,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,16,4,4,2,4,2,2,2,2,5,5,3,4,2,1,3,1,4,5,1,4,1,4,5,1,3,1,4,1,80,5,6,4,2,4,7,2,1,6,4,1,1,7,5,4,3,6,7,4,1,7,3,5,5,7,5,1,4,1,7,4,4,43,44,25,21,1,2,2,2,3,5,2,5,2,1,2,1,2,5,5,5,3,3,4,3,4,3,4,5,1.75,3.75,1.5,4.25,3.25,4,2,2,1,3,2,3,2,3,1,3,2,1,1,1,2,29,11,11,7,4,3,2,4,2,4,3,3,4,3,4,3,13,15,3,0,2,1,0,2,1,4,3,2,1,0,2,3,1,1,1,4,0,4,1,0,1,7,5,5,27,28,meaning9
20,1,2,Business Administration, ,3.12,2,6,1,1,3,3,1,3,3,1,3,0,0,2,0,2,2,1,1,0,2,0,1,1,1,0,0,1,3,4,2,3,1,6,7,4,4,4,2,2,2,3,4,2,2,2,2,2,5,5,7,7,3,7,6,5,6,5,6,5,7,7,1,7,2,6,4,6,23,107,22,61,31,30,5,7,2,4,5,5,2,2,6,2,25,15,54,30,11,13,5,2,1,1,3,1,5,4,1,1,1,1,2,1,1,4,1,1,2.87162162162162,3.51689189189189,3.06397306397306,3.09427609427609,3,2.4,1.33333333333333,1.6,3.10935253435253,3,5,4,3,1,1,6,5,28,15,13,0,1,1,1,0,1,0,1,1,0,1,.874576271186441,0,1,0,1,1,1,0,1,12.8745762711864,1,7,5,4,5,3,4,3,6,2,4,2,4,4,7,2,1,5,2,4,6,2,4,2,3,1,4,4,101,7,4,4,1,6,6,2,1,7,4,4,1,7,6,3,2,7,4,5,1,7,4,3,2,7,4,2,4,7,7,6,1,55,39,29,13,1,1,1,3,3,1,1,5,5,5,2,5,2,4,4,5,3,3,5,5,2,2,2,4,1.5,2.5,4.25,3.75,4,2.5,1,1,1,2,1,2,3,2,1,2,2,1,2,1,1,23,9,7,7,4,3,2,4,1,4,1,4,4,4,3,3,14,16,2,0,2,1,0,0,0,3,3,2,0,0,0,1,0,3,1,1,0,4,0,2,1,7,5,5,25,30,meaning9
19,2,1,Secondary Education,psychology,2.5,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,7,3,2,1,1,7,7,2,1,4,1,1,1,1,5,1,2,6,1,7,6,6,7,7,6,7,7,7,6,7,7,7,7,5,7,7,7,7,6,7,28,133,34,61,17,44,7,1,1,7,7,7,1,1,7,1,35,5,20,13,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,1,2,3,3,3,5,3,3,3,5,2,2.8,3.4,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,3,2,2,1,1,2,1,1,5,2,4,2,1,1,2,2,2,1,2,4,2,1,3,1,1,1,1,2,53,6,3,1,1,3,7,1,1,1,4,2,1,7,2,1,1,1,4,4,1,3,7,7,1,5,4,1,4,4,6,3,1,30,37,20,11,1,1,1,1,5,5,5,5,3,2,2,2,1,1,1,3,5,5,5,5,2,5,3,3,1,5,2.25,1.5,5,3.25,3,3,0,3,0,3,2,2,2,3,0,3,2,0,3,29,14,13,2,3,4,3,3,1,3,1,3,4,4,2,4,16,12,3,1,3,2,1,2,0,2,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,7,7,7,28,28,meaning9
19,1,1,political science,business,3,1,2,1,1,3,1,1,1,3,1,3,1,1,1,3,3,2,1,1,3,2,2,1,2,0,1,1,2,4,3,5,5,4,6,6,3,6,6,3,5,2,5,6,2,4,5,4,6,5,5,3,6,3,5,7,3,5,6,4,1,4,5,1,6,5,7,4,3,14,88,20,90,49,41,2,5,4,4,4,2,4,5,7,5,19,23,65,32,16,17,3,4,2,2,2,3,3,4,2,2,2,1,4,4,2,4,2,2,1,3,2,2,4,2.7,2.33333333333333,2.8,2.4,3,1,3,4,5,5,5,6,32,11,21,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,10,5,5,4,2,4,1,4,4,2,3,3,4,3,3,5,4,4,3,4,4,6,3,4,5,3,2,1,2,97,7,4,5,4,5,6,5,4,5,4,2,4,7,4,4,4,7,2,5,1,7,2,7,3,7,3,4,4,6,4,3,4,51,29,35,28,2,4,3,2,1,2,1,4,3,3,3,2,4,2,2,4,4,4,2,2,2,4,4,5,2.75,2,2.75,3,3,3.75,1,2,1,2,1,3,3,1,2,3,1,1,2,1,3,27,10,11,6,3,2,3,3,2,3,3,3,4,4,3,1,11,12,1,0,1,1,0,2,2,2,1,1,2,0,1,1,1,2,1,1,1,1,1,1,2,6,2,4,15,23,meaning9
19,2,2,English, ,2.75,1,6,2,1,2,1,2,3,0,1,2,3,2,3,0,2,3,2,1.5,3,2,.885135135135135,.94949494949495,2,0,2,0,2,4,4,4,4,4,5,3,4,3,3,4,6,4,2,5,3,4,5,4,5,4,2,4,4,4,1,7,4,4,5,2,2,5,5,4,4,4,4,4,2,17,75,8,80,47,33,1,7,7,1,1,1,7,7,1,7,5,35,91.3346300846301,54.4494949494949,22, ,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,2,2,3,3,2,1,1,5,5,1,2.6,2.4,1,1,1,1,1,1,1,1,8,4,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,5,4,3,2,1,6,4,5,7,2,4,3,2,7,2,4,3,7,6,7,7,4,3,6,7,6,7,128,7,4,1,1,1,4,4,6,7,4,4,3,5,2,4,5,2,4,5,3,5,4,4,3,4,4,3,3,3,2,4,4,34,28,29,28,1,1,1,1,3,5,5,5,3,1,1,1,1,1,5,3,1,3,1,1,2,1,1,1,1,4.5,1.5,2.5,1.5,1.25,2,1,1,0,2,1,2,2,1,1,3,3,2,0,1,22,8,6,8,4,3,3,3,2,4,4,3,3,3,4,3,12,14,1,0,1,1,1,2,3,3,3,3,3,3,3,3,0,4,2,2,4,4,0,2,3,3,4,4,14,26,meaning9
19,2,1,Biochemistry,biology,3,1,6,3,1,2,1,2,1,0,1,2,1,1,1,0,2,1,0,2,2,2,1,1,2,1,1,0,2,5,4,4,3,4,5,5,4,2,4,4,4,3,6,6,5,2,5,2,4,5,3,6,6,4,6,5,5,6,5,5,5,6,5,3,5,6,5,6,6,24,103,28,81,42,39,6,6,3,5,6,6,5,4,6,4,29,22,56,31,13,12,5,5,5,5,5,5,5,5,4,5,1,1,1,2,2,2,1,3,3,3,3,3,4,4.9,1,2,3.2,1,1,1,1,1,1,1,1,8,4,4,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,14,3,4,2,2,3,3,3,3,3,3,3,2,4,2,5,5,6,3,5,5,5,3,2,2,2,2,5,3,93,7,6,3,3,5,6,2,5,6,4,3,3,6,5,2,3,7,5,5,3,6,5,7,5,7,5,3,5,6,5,5,5,50,41,30,32,2,2,2,2,4,5,5,5,3,2,2,2,2,2,2,3,4,4,4,3,3,3,2,3,2,4.75,2.25,2.25,3.75,2.75,2,3,1,2,2,3,2,1,2,2,1,2,3,0,3,29,10,12,7,3,3,2,3,2,3,3,3,3,3,3,3,12,12,2,1,2,2,0,2,1,3,2,1,1,0,1,2,0,1,1,2,1,2,0,1,2,6,6,6,23,24,meaning9
19,1,1,exercise science,psychology,1.8,1,6,3,2,2,3,3,3,2,3,1,2,3,3,3,2,3,1,2,1,1,0,1,1,4,1,2,1,3,5,2,3,4,3,4,6,6,3,5,3,3,4,4,3,6,3,6,5,5,1,7,6,3,5,7,5,7,6,7,5,3,5,2,7,7,7,5,3,23,103,24,81,53,28,7,3,5,4,6,4,5,3,4,5,25,21,90,58,19,13,2,1,4,3,1,2,3,4,3,2,3,4,3,4,1,2,3,1,2,3,1,3,4,2.5,3.33333333333333,2.2,2.6,3,5,5,2,1,6,5,5,32,15,17,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,11,5,5,2,7,2,2,2,3,1,5,2,3,4,2,2,5,7,5,4,2,6,2,2,4,2,5,7,3,101,5,5,4,3.45454545454545,2,4,2,3,3,3,2,6,7,4,5,4,6,3,5,4,2,4,5,5,5,4,2,7,5,4,6,5,35,31,31,37.4545454545455,1,2,5,3,4,1,4,1,3,4,5,2,3,2,3,4,1,5,3,2,1,2,3,4,2.75,2.5,3.5,3,2.75,2.5,2,1,1,3,2,1,1,2,2,1,0,1,0,1,1,19,8,7,4,3,1,3,2,3,2,3,1,2,4,3,2,9,8,2,0,2,1,0,3,2,1,3,2,0,1,2,3,4,1,1,2,3,1,3,2,3,7,5,5,21,17,meaning9
18,1,2,Psychology, ,2.37,1,6,1,1,2,1,1,2,0,1,2,1,1,1,0,2,2,1,3,2,2,1,2,3,1,2,2,1,6,7,4,5,4,4,6,2,3,4,2,3,4,4,5,4,6,3,5,5,5,5,6,7,4,4,7,6,6,7,7,7,6,4,6,7,7,6,5,6,23,118,30,86,49,37,5,3,5,7,6,4,5,6,7,5,29,24,61,35,12,14,5,5,5,5,5,5,5,5,3,5,3,3,3,2,3,1,4,5,5,5,5,2,5,4.8,3,3,4.4,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,17,3,3,6,4,2,3,3,2,4,3,3,4,2,2,5,5,6,5,3,6,5,3,2,3,3,2,2,3,97,6,5,4,3,6,6,3,2,6,6,4,3,7,7,2,3,7,6,6,3,7,4,2,3,6,6,2,5,4,5,2,5,49,45,25,27,2,3,2,2,3,2,2,2,4,4,2,2,2,2,1,2,4,3,3,3,1,2,2,1,2.25,2.25,3,1.75,3.25,1.5,2,2,2,3,1,2,2,1,2,3,1,2,2,2,2,29,12,9,8,4,3,3,4,2,4,2,4,4,4,2,4,15,16,3,0,2,1,1,1,1,2,3,2,1,1,1,1,0,2,1,2,0,1,0,1,2,7,5,5,25,31,meaning9
19,2,1,Marketing, ,2.8,1,7,1,0,2,0,0,1,0,4,1,0,0,2,0,2,3,2,2,1,0,0,0,0,0,1,1,3,3,4,5,3,2,6,6,2,2,5,5,4,2,2,5,4,5,4,5,7,4,1,7,7,4,7,5,6,6,7,5,4,7,7,1,7,5,7,3,6,24,106,22,81,41,40,6,4,5,4,4,5,4,4,7,3,26,20,54,35,9,10,5,5,5,5,5,5,5,5,5,3,1,1,1,3,3,3,3,2,3,4,2,1,3,4.8,1,2.8,2.6,1,3,1,1,1,1,1,3,12,6,6,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,15,4,6,5,2,7,7,1,2,7,3,4,4,3,3,4,1,7,1,5,7,5,1,1,3,1,5,7,1,107,5,5,7,7,7,6,5,7,4,1,1,7,5,7,1,7,7,4,7,5,7,1,5,5,6,1,5,5,7,7,7,4,48,32,38,47,1,2,4,2,2,5,5,5,1,1,1,1,2,3,2,3,1,2,1,1,3,3,2,1,2.25,4.25,1,2.5,1.25,2.25,3,3,0,3,0,3,2,3,1,3,0,2,3,0,3,29,13,13,3,3,4,3,4,3,4,2,3,4,4,4,3,15,14,2,1,2,2,0,2,3,4,2,3,2,0,1,2,0,1,1,3,0,2,0,0,2,6,6,5,26,29,meaning1
22,2,2,Nursing,N/A,2.7,4,6,0,0,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,4,4,2,2,2,5,6,2,3,4,2,2,3,1,2,3,2,3,1,3,5,6,7,6,6,6,5,5,5,6,6,5,7,6,5,7,6,7,6,6,17,118,26,56,26,30,5,5,6,5,5,4,4,5,6,5,25,25,33,19,7,7,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,3,3,4,4,4,5,1,1.4,3.6,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,15,2,5,4,2,1,2,6,4,4,1,5,4,3,4,3,4,3,4,3,3,2,4,4,4,2,1,4,2,90,7,6,3,3,4,4,7,2,7,5,3,2,6,6,1,4,6,5,3,2,6,3,7,4,7,5,2,5,3,4,3,4,46,38,29,26,2,2,2,2,3,4,2,5,2,1,1,2,2,3,3,4,4,4,5,3,2,3,3,2,2,3.5,1.5,3,4,2.5,2,3,2,3,2,3,2,2,2,3,3,1,1,2,2,33,11,12,10,2,3,3,3,3,2,4,3,3,3,3,2,11,10,3,0,1,1,0,2,1,3,1,2,1,0,1,2,0,2,1,1,0,2,0,0,1,1,5,5,24,21,meaning1
20,2,1,education,psychology, ,3,6,0,0,3,0,2,0,0,3,0,0,0,1,0,0,1,0,0,2,1,0,0,3,0,0,0,3,2,5,4,2,5,5,5,3,2,3,1,2,2,2,4,4,3,2,2,5,5,4,6,5,3,5,6,6,6,6,5,5,7,5,6,7,6,5,4,5,22,107,23,63,33,30,3,4,2,4,4,4,3,3,5,4,20,16,39,23,8,8,2,2,5,2,5,5,5,5,3,3,1,1,1,3,3,3,4,4,4,4,4,2,3,3.7,1,3.4,3.4,6,5,5,1,3,1,3,1,25,17,8,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,15,5,5,1,1,4,3,5,5,6,3,3,5,4,5,1,6,5,6,1,1,1,3,5,3,1,2,7,4,101,7,2,3,3,1,3,5,1,1,5,3,5,7,1,1,1,4,3,6,2,7,3,5,3,7,3,1,1,7,6,3,1,41,26,27,17,2,3,3,2,2,1,5,3,2,2,3,3,1,1,4,5,3,2,4,2,1,4,2,3,2.5,2.75,2.5,2.75,2.75,2.5,1,2,1,3,1,3,1,3,1,3,2,2,2,0,1,26,10,10,6,3,2,4,3,2,3,3,2,3,3,3,3,11,11,2,0,2,1,1,3,0,2,2,1,0,0,0,0,0,2,1,3,0,1,3,1,0,5,6,5,22,22,meaning1
21,2,1,elementary education,psychology, ,3,7,0,0,3,0,1,0,1,2,2,1,1,1,1,1,2,1,1,1,2,1,0,2,1,1,0,2,4,4,3,4,4,5,5,4,2,3,2,3,2,4,5,3,3,3,3,4,4,5,6,6,5,6,5,6,6,6,6,6,6,4,3,7,6,6,5,6,26,110,31,70,38,32,5,6,4,5,5,6,4,5,7,4,28,23,41,26,5,10,5,5,5,5,5,5,5,4,5,3,1,1,1,2,1,1,2,1,2,2,3,4,4,4.7,1,1.4,3,1,3,1,2,1,1,1,1,11,7,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,18,3,3,4,2,2,2,3,3,2,4,3,2,3,1,3,1,2,4,2,4,3,3,5,2,2,3,5,2,78,7,5,2,2,5,5,2,2,6,3,3,3,6,6,3,3,6,5,6,2,6,4,5,3,7,5,2,4,6,5,6,5,49,38,29,24,1,1,1,1,4,5,5,3,4,2,1,1,4,2,3,5,4,2,2,4,2,2,3,2,1,4.25,2,3.5,3,2.25,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,31,11,11,9,3,3,2,4,2,3,2,3,3,3,2,3,12,13,2,0,3,1,1,2,1,2,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,7,6,6,24,25,meaning1
21,2,3,spanish,psychology,2.7,4,7,0,0,2,0,1,1,.779661016949153,1,2,1,1,0,0,1,1,1,2,2,2,2,1,0,2,2,1,1,5,5,3,3,3,6,6,6,3,6,2,2,2,3,7,5,2,3,2,7,5,5,7,6,6,7,6,5,7,6,7,5,7,7,4,6,7,6,6,7,24,122,29,81,36,45,6,5,4,6,7,5,4,3,7,3,31,19,40.3150145523027,17, , ,4,4,5,5,5,4,5,5,2,4,1,1,1,5,4,5,4,4,5,5,5,5,5,4.3,1,4.4,5,6,3,1,1,2,3,6,1,23,11,12,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,17,3,4,1,1,1,7,1,1,1,1,3,3,1,1,7,1,3,1,6,5,5,3,3,4,3,3,7,2,82,7,7,3,1,5,5,7,4,7,7,5,2,7,5,2,5,7,3,5,2,7,5,5,3,7,5,5,1,5,7,7,3,52,44,39,21,1,3,3,1,2,1,1,2,1,4,1,1,1,4,1,5,2,5,2,2,4,5,5,2,2,1.5,1.75,2.75,2.75,4,3,3,2,3,2,3,1,2,2,2,2,2,2,2,2,33,11,12,10,3,4,2,3,1,4,3,4,2,3,2,3,12,14,3,1,2,2,1,1,0,2.53535353535354,0,0,0,0,0,0,0,1,1,2,0,2,0,1,1,7,5,5,25,26,meaning1
18,2,4,Biology,chemistry,4,1,6,2,1,4,1,2,2,4,2,4,3,2,2,2,1,3,1,3,3,4,4,4,4,2,3,2,3,5,5,2,6,6,6,6,6,4,6,3,5,5,7,6,6,5,4,5,6,3,3,6,5,3,2,7,5,4,4,3,3,6,5,3,2,5,5,2,5,21,81,14,104,59,45,5,6,6,3,3,4,5,7,3,6,18,30,121,61,33,27,2,2,4,2,4,2,4,4,5,2,1,1,2,5,4,4,1,1,1,3,1,1,2,3.1,1.33333333333333,3,1.6,6,3,4,4,6,5,4,6,38,17,21,.67003367003367,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,7.67003367003367,6,7,3,6,5,5,1,4,6,3,4,7,3,3,6,2,6,5,5,2,5,2,2,2,4,5,5,3,117,7,5,5,5,5,5,6,6,6,5,3,6,7,5,3,3,6,6,5,5,7,2,6,5,6,6,6,6,3,4,6,5,47,38,40,41,4,4,5,2,2,2,2,2,4,4,4,4,4,5,4,5,2,2,1,1,4,4,3,5,3.75,2,4,4.5,1.5,4,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,25,7,9,9,3,3,3,3,3,3,3,3,3,3,3,3,12,12,1,0,1,1,1,3,2,4,4,4,4,2,3,2,1,2,1,4,2,4,3,4,3,5,5,5,21,24,meaning1
