age,gender,ethnic,major,minor,gpa,class,pilsf1_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,pilsftot,pil20tot,swlstot,songtot,songsuba,songsubb,mlq1_1,mlq2_1,mlq3_1,mlq4_1,mlq5_1,mlq6_1,mlq7_1,mlq8_1,mlq9_1,mlq10_1,mlqpres,mlqsearc,oq45tot,oq45sd,oq45ir,oq45sr,bsas1_1,bsas2_1,bsas3_1,bsas4_1,bsas5_1,bsas6_1,bsas7_1,bsas8_1,bsas9_1,bsas10_1,bsas11_1,bsas12_1,bsas13_1,bsas14_1,bsas15_1,bsas16_1,bsas17_1,bsas18_1,bsas19_1,bsas20_1,bsas21_1,bsas22_1,bsas23_1,bsasperm,bsasbc,bsascomm,bsasinst,caps1_1,caps2_1,caps3_1,caps4_1,caps5_1,caps6_1,caps7_1,caps8_1,captot,capspp,capssp,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtot,bps1_1,bps2_1,bps3_1,bps4_1,bps5_1,bps6_1,bps7_1,bps8_1,bps9_1,bps10_1,bps11_1,bps12_1,bps13_1,bps14_1,bps15_1,bps16_1,bps17_1,bps18_1,bps19_1,bps20_1,bps21_1,bps22_1,bps23_1,bps24_1,bps25_1,bps26_1,bps27_1,bps28_1,bpstot,hsq1_1,hsq2_1,hsq3_1,hsq4_1,hsq5_1,hsq6_1,hsq7_1,hsq8_1,hsq9_1,hsq10_1,hsq11_1,hsq12_1,hsq13_1,hsq14_1,hsq15_1,hsq16_1,hsq17_1,hsq18_1,hsq19_1,hsq20_1,hsq21_1,hsq22_1,hsq23_1,hsq24_1,hsq25_1,hsq26_1,hsq27_1,hsq28_1,hsq29_1,hsq30_1,hsq31_1,hsq32_1,hsqaff,hsqenh,hsqagg,hsqdef,las1_1,las2_1,las3_1,las4_1,las5_1,las6_1,las7_1,las8_1,las9_1,las10_1,las11_1,las12_1,las13_1,las14_1,las15_1,las16_1,las17_1,las18_1,las19_1,las20_1,las21_1,las22_1,las23_1,las24_1,lasero,laslud,lassto,laspra,lasman,lasaga,drs1_1,drs2_1,drs3_1,drs4_1,drs5_1,drs6_1,drs7_1,drs8_1,drs9_1,drs10_1,drs11_1,drs12_1,drs13_1,drs14_1,drs15_1,drstot,drscm,drsco,drsch,hps1_1,hps2_1,hps3_1,hps4_1,hps5_1,hps6_1,hps7_1,hps8_1,hps9_1,hps10_1,hps11_1,hps12_1,hpsag,hpspa,pil20cat,filter_$,pilsfcat,pilsfms,oq1_1,oq2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,pilsf2_1,pilsf3_1,pilsf4_1,PILSFBED,hpstot,userid
19,1,1,Art, ,2.5,1,5,1,2,3,1,1,1,3,1,2,2,1,1,3,1,3,1,1,2,4,2,1,4,2,2,1,1,5,5,4,4,3,5,6,2,4,4,4,3,2,4,4,3,2,3,5,5,4,5,5,4,5,6,5,5,5,5,4,5,4,5,5,6,5,5,4,5,21,97,27,77,42,35,5,5,4,4,5,4,5,4,5,4,23,22,82,40,21,21,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2,1,2,2,2,3,3,4,2.4,2.33333333333333,1.8,2.8,4,5,5,6,5,4,5,6,40,20,20,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,17,5,6,6,5,4,3,4,4,4,3,2,3,4,3,4,4,5,3,3,2,6,4,5,5,5,3,6,4,115,6,5,3,4,5,4,3,4,6,4,4,3,5,3,4,4,5,4,3,4,5,4,5,3,6,4,3,5,4,4,5,4,42,32,30,31,2,3,3,2,2,4,1,2,2,3,3,2,2,2,4,4,4,4,4,4,3,3,3,3,2.5,2.25,2.5,3,4,3,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,27,10,9,8,4,3,3,3,3,3,4,3,3,3,3,3,12,13,2,0,1,1,1,2,1,3,3,2,3,1,2,1,1,3,2,1,1,3,2,1,2,5,5,6,19,25,meaning2
19,2,1,Biology, ,3.3,1,6,0,1,1,0,0,2,0,1,2,2,1,1,0,1,2,1,3,0,0,0,0,4,1,0,1,3,4,4,3,4,6,6,6,4,4,6,3,4,4,4,5,3,3,5,3,4,4,3,5,5,3,6,5,5,5,6,5,5,4,5,7,7,5,5,5,6,22,101,27,85,46,39,4,4,4,6,5,5,4,5,5,4,25,21,56,37,6,13,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,1,1,3,3,3,3,3,5,1,1.2,3,1,1,3,1,1,1,1,1,10,6,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,3,7,1,4,2,2,4,4,4,5,2,4,4,3,4,4,5,3,5,3,4,3,2,2,3,4,3,3,97,7,5,4,4,4,4,2,3,6,4,5,3,7,4,3,2,4,5,2,2,6,4,3,3,7,4,3,5,4,5,3,4,45,35,25,26,1,1,1,1,2,5,5,5,4,1,1,1,1,1,2,4,2,2,2,3,1,2,2,1,1,4.25,1.75,2,2.25,1.5,2,2,1,3,1,2,1,1,2,2,0,2,1,1,2,23,10,9,4,3,3,3,3,2,3,2,3,3,4,3,3,13,12,2,0,2,1,1,3,1,4,3,3,1,0,2,2,0,3,1,2,0,2,0,0,1,6,5,5,21,25,meaning2
18,1,1,Psychology/Nursing, ,3.1,1,3,3,3,2,2,3,1,2,2,3,2,1,2,1,1,1,0,1,4,3,2,1,1,2,4,1,2,2,4,3,5,2,4,5,3,3,5,2,3,5,2,2,3,5,3,4,6,5,4,5,4,4,4,5,3,3,3,3,5,5,1,4,1,5,4,3,4,12,75,12,71,41,30,4,5,5,3,4,2,6,5,3,5,16,26,85,40,25,20,4,3,5,4,5,5,5,4,5,2,2,1,1,3,1,3,3,3,2,3,3,3,3,4.2,1.33333333333333,2.6,2.8,6,4,5,3,3,4,1,6,32,18,14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,7,3,5,3,5,4,3,2,6,4,3,4,3,3,4,3,3,4,5,3,5,5,2,2,3,4,3,7,3,104,5,2,4,3,2,4,5,2,4,3,5,4,6,4,7,6,5,4,3,4,5,4,5,4,3,3,3,3,6,3,4,3,36,27,36,29,3,1,3,2,3,4,1,3,3,2,3,3,2,3,2,3,2,2,1,2,3,3,2,3,2.25,2.75,2.75,2.5,1.75,2.75,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,25,10,8,7,3,3,2,2,2,3,2,3,3,2,3,3,11,11,1,0,1,1,0,1,1,4,3,2,2,2,2,1,2,1,1,2,2,1,2,4,2,3,3,3,16,22,meaning2
20,1,1,Journalism, ,3,1,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,4,7,4,5,6,7,1,1,6,3,1,1,3,5,1,1,4,1,6,5,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,28,136,30,72,32,40,7,1,7,7,7,7,7,7,7,2,35,24,15,7,0,8,3,1,4,1,5,1,3,2,2,2,1,1,4,1,1,1,1,4,1,1,1,1,2,2.4,2,1.6,1.2,1,1,1,1,2,5,2,4,17,4,13,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,2,6,1,1,1,1,3,1,2,5,1,1,1,1,1,1,5,3,2,6,2,2,2,2,2,2,1,1,59,7,1,3,1,6,2,7,1,4,3,3,3,7,2,5,6,7,4,5,2,7,7,6,1,7,3,5,1,7,6,7,1,52,28,41,16,1,2,2,1,2,1,1,2,3,3,3,3,3,4,4,5,5,5,5,5,2,2,2,3,1.5,1.5,3,4,5,2.25,3,3,0,2,1,3,3,2,3,3,2,3,3,0,2,33,14,13,6,4,4,2,4,1,4,1,4,4,3,2,3,14,16,3,1,3,2,0,2,1,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,7,7,7,28,30,meaning2
19,1,1,Forensic Chemistry, , ,1,7,0,0,2,0,1,1,0,0,2,0,0,0,1,2,1,0,0,0,2,2,1,4,0,0,1,2,7,1,2,1,1,2,5,2,2,5,2,2,2,2,4,5,3,7,2,6,7,7,7,7,7,7,4,4,7,7,7,7,4,7,7,7,7,7,7,7,28,131,30,63,22,41,7,1,1,7,7,7,1,1,7,1,35,5,38,22,4,12,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1,1,1,5,5,5,5,5,5,1,1.8,5,1,1,1,4,1,3,1,1,13,7,6,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,36,7,4,4,7,7,7,7,4,7,7,4,6,7,7,4,3,7,7,3,1,7,3,7,4,7,7,4,1,7,7,3,3,56,49,36,29,1,1,4,2,5,5,5,5,1,1,1,1,3,1,5,5,5,1,2,3,1,3,1,1,2,5,1,3.5,2.75,1.5,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,41,15,15,11,4,4,1,4,1,4,3,4,4,3,3,4,15,16,3,1,3,2,0,0,0,2,3,2,1,0,1,1,0,1,1,1,0,2,0,1,0,7,7,7,25,31,meaning2
19,1,1,Business Undecided,Undecided,2.8,1,5,1,0,3,2,0,1,3,2,1,3,0,0,3,1,1,0,3,2,3,1,1,4,2,1,0,2,7,6,3,3,6,4,7,3,5,5,4,7,3,6,7,6,3,1,4,3,6,5,3,3,6,7,7,5,7,5,1,3,5,7,5,5,5,7,5,5,15,102,30,93,53,40,1,6,3,3,5,4,6,5,3,6,16,26,74.1849315068493,42.1849315068493,19,13,1,2,2,2,4,2,5,2,2,1,1,2,1,4,1,2,1,2,4,5,3,2,4,2.3,1.33333333333333,2,3.6,4,3,3,5,4,4,1,6,30,15,15,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,15,3,7,3,3,5,6,2,3,5,3,3,5,3,2,5,3,5,3,6,3,5,2,3,5,7,7,5,1,113,7,6,5,3,6,7,2,1,1,7,3,2,7,5,3,2,7,6,5,1,7,3,5,1,7,6,2,5,6,6,5,5,48,46,30,20,4,5,2,2,4,2,2,4,2,2,2,2,4,5,5,5,2,4,2,2,5,5,5,4,3.25,3,2,4.75,2.5,4.75,2,2,3,3,3,2,1,2,2,3,3,3,2,3,2,36,12,10,14,4,3,2,4,1,4,4,3,4,3,3,3,13,15,2,0,1,1,0,2,2,3,3,2,2,1,2,1.18493150684932,1,1,1,1,2,4,4,1,1,2,5,3,16,28,meaning2
21,2,2,Psychology,Accounting,2,3,7,0,0,2,0,0,0,0,3,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,4,7,2,2,2,6,3,2,3,6,3,2,4,1,2,4,1,4,4,6,4,6,7,7,5,6,7,6,5,7,5,5,5,7,5,6,6,7,6,6,26,118,24,68,33,35,7,1,1,7,7,7,1,1,7,1,35,5,26,10,8,8,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,2,1,5,5,5,1,2.6,3.6,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,5,2,3,1,4,3,1,5,1,3,1,3,6,4,3,6,4,2,4,6,4,3,4,1,1,4,1,87,1,7,3,4,7,7,4,2,2,6,5,2,4,6,2,4,3,7,7,6,7,2,2,4,7,4,4,6,2,3,7,1,33,42,34,29,1,1,5,5,1,5,5,5,1,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,3,4,1,2,4,5,3,2,2,1,2,3,2,2,3,3,1,3,3,2,2,34,12,12,10,3,4,2,4,4,4,3,4,4,3,4,3,14,15,3,1,3,2,0,0,0,1,0,1,3,0,0,0,0,1,1,2,0,2,0,0,0,7,6,6,26,29,meaning2
20,1,1,Business, ,3,1,7,2,1,3,3,2,1,4,4,2,2,2,2,2,2,3,.402027027027027,1,1.5016835016835,1,0,2,3,2,1,4,2,5,4,5,3,3,4,6,4,4,6,1,4,3,4,6,3,3,4,3,7,5,6,5,7,5,4,6,6,5,6,6,6,6,6,5,7,6,3,6,7,25,113,30,82,41,41,6,6,5,4,5,6,6,7,4,6,25,30,90.3665483665484,52.0236486486486, ,17,4,3,5,4,5,4,4,3,5,4,5,3,3,5,2,2,2,3,3,4,4,3,5,4.1,3.66666666666667,2.8,3.8,1,1,1,3,2,3,1,1,13,6,7,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,3,4,2,3,4,3,2,2,4,4,3,6,5,2,1,4,3,3,4,5,6,2,4,4,5,4,3,2,97,7,5,4,2,7,7,6,1,7,6,3,1,7,7,2,6,7,7,4,5,5,4,2,4,2,5,5,4,4,6,6,2,46,47,32,25,1,4,3,3,2,5,1,2,3,3,3,2,4,3,1,2,1,1,2,2,1,1,1,1,2.75,2.5,2.75,2.5,1.5,1,3,3,0,3,2,2,2,3,3,3,0,3,3,0,3,33,14,14,5,4,4,2,3,1,3,2,4,4,3,2,3,14,14,3,1,3,2,0,2,1,2,3,1.87837837837838,1,0,4,4,2,2,.743243243243243,3,1,1.84121621621622,3,4,1,7,5,6,25,28,meaning2
21,2,2,Psychology,Sociology, ,4,6,0,0,2,2,0,1,0,2,3,0,1,1,0,2,3,2,1,1,3,2,1,0,0,2,1,2,4,7,3,5,4,7,7,4,4,6,4,4,2,5,4,4,4,4,4,6,6,5,7,6,6,7,7,6,5,6,6,4,5,5,4,7,5,7,5,7,24,116,25,92,50,42,4,6,5,4,4,4,5,4,4,5,20,25,57,29,12,16,5,3,5,5,5,5,5,3,5,5,2,2,3,3,2,1,1,1,1,2,2,3,1,4.6,2.33333333333333,1.6,1.8,3,3,1,1,1,3,3,1,16,8,8,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,16,4,5,5,6,4,2,3,1,3,4,1,6,2,3,2,4,7,3,4,6,5,1,4,2,1,2,4,1,95,6,5,5,2,4,5,3,2,4,5,2,4,6,5,1,1,4,3,5,3,5,3,5,4,6,4,3,4,4,7,4,4,39,37,28,24,2,2,2,3,3,3,3,4,2,2,2,2,2,3,2,3,3,3,2,2,3,4,3,3,2.25,3.25,2,2.5,2.5,3.25,2,1,2,3,1,3,3,2,2,3,2,3,1,2,2,32,14,10,8,4,3,2,2,2,3,3,3,3,3,3,3,12,12,3,1,2,2,0,2,1,3,2,2,2,0,1,1,1,2,0,2,0,2,0,2,2,6,6,6,26,24,meaning2
23,1,1,Psychology,English,3.15,4,5,2,1,1,2,1,4,2,3,2,1,1,2,0,2,1,0,2,3,1,1,3,2,2,2,2,1,3,4,3,5,5,5,6,4,5,4,3,5,5,3,3,3,4,6,4,4,4,5,4,5,5,3,4,4,5,6,3,2,4,5,4,5,4,4,5,5,18,86,21,84,50,34,4,6,4,3,4,2,4,4,3,4,16,22,81,49,20,12,4,3,4,2,5,4,4,4,2,3,2,2,2,4,3,4,2,2,3,3,3,2,3,3.5,2,3,2.8,2,3,3,5,3,3,3,2,24,13,11,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,13,4,5,5,4,5,2,4,2,3,6,5,3,5,3,4,5,5,5,6,3,6,2,5,5,6,6,7,2,123,7,4,6,4,6,6,4,5,6,6,3,5,6,3,5,4,6,5,5,5,6,4,6,3,7,4,3,3,6,4,4,4,50,36,36,33,4,4,4,2,5,4,2,4,5,2,5,5,2,4,2,4,4,4,4,3,3,4,3,3,3.5,3.75,4.25,3,3.75,3.25,1,2,1,2,2,1,0,2,1,2,1,2,1,1,2,21,7,8,6,3,2,2,3,2,2,4,2,2,3,3,3,10,10,1,0,1,1,1,3,2,2,3,4,1,1,2,2,1,2,2,1,2,1,3,2,2,4,4,5,18,20,meaning2
23,1,2,Pychology,History,2,4,6,1,1,2,1,0,1,1,1,1,1,1,0,2,0,3,0,1,2,2,1,1,2,0,2,1,1,3,5,4,5,4,7,7,3,3,7,3,3,5,4,6,3,2,5,4,6,3,5,6,7,4,7,7,5,5,5,6,5,6,7,6,7,6,6,6,5,24,114,25,89,45,44,5,6,7,5,6,5,6,6,6,5,27,30,58,30,14,14,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1.5,1,1,2.4,2,3,1,3,6,4,2,2,23,9,14,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,17,3,4,5,4,3,3,3,2,5,5,2,4,2,6,1,4,6,2,5,6,4,2,2,2,5,6,6,3,105,6,6,4,4,6,5,2,4,5,6,2,4,6,5,2,2,5,6,5,3,6,5,2,5,4,4,4,4,4,4,4,4,42,41,25,30,3,3,2,2,2,1,1,2,3,2,2,3,1,1,2,1,4,2,4,3,2,1,2,2,2.5,1.5,2.5,1.25,3.25,1.75,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,26,9,10,7,4,4,3,2,2,3,3,3,3,3,2,3,13,12,3,1,2,2,0,1,3,2,2,2,2,0,1,1,4,1,1,3,1,2,1,1,1,6,6,6,23,25,meaning2
23,2,1,English Education,Psychology,3.74,5,7,0,0,2,0,1,1,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,5,4,3,2,3,3,5,2,1,5,2,2,4,3,4,5,2,6,2,6,6,5,7,6,6,5,6,5,6,6,7,6,7,5,5,2,6,5,7,7,27,115,31,69,30,39,6,7,5,7,7,7,6,6,7,5,34,29,23,16,2,5,5,5,5,5,5,5,5,5,4,4,1,1,1,5,4,3,1,3,1,5,4,5,5,4.8,1,3.2,4,3,3,1,4,1,1,1,1,15,11,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,6,1,5,3,5,1,2,5,1,2,1,1,1,3,2,6,3,2,5,1,1,3,3,1,2,4,2,74,6,6,3,3,6,6,4,2,4,6,2,2,6,6,5,4,7,6,2,2,7,3,5,3,6,4,2,2,6,5,5,2,48,42,28,20,1,1,1,4,5,5,5,5,1,1,1,1,3,1,2,3,5,5,5,5,1,5,2,2,1.75,5,1,2.25,5,2.5,2,2,2,3,1,3,3,3,3,3,2,3,2,1,3,36,14,14,8,4,4,1,4,2,3,3,4,4,4,2,4,16,15,3,1,3,2,0,1,0,2,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0,7,6,7,25,31,meaning2
21,2,4,clinical lab science, ,3,3,6,3,2,3,2,1,4,0,1,1,3,0,2,0,3,1,0,3,1,1,1,3,0,0,2,1,2,4,5,6,2,3,5,7,4,5,4,4,4,5,5,3,2,5,5,4,6,4,4,7,6,5,5,5,5,5,1,5,5,7,4,1,6,7,3,4,5,23,94,28,88,52,36,6,6,6,5,5,6,6,6,7,6,29,30,73,41,17,15,5,5,5,5,5,5,5,5,5,5,2,1,1,4,2,2,5,5,3,3,2,2,2,5,1.33333333333333,3.6,2.4,4,3,2,1,1,1,1,1,14,10,4,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,9,4,4,5,7,2,1,5,4,4,5,7,4,4,7,1,5,4,4,3,5,5,1,4,4,2,2,2,1,106,7,7,1,3,4,3,6,4,4,5,4,5,7,5,1,5,4,4,5,1,7,7,7,4,4,4,1,7,4,3,7,1,41,38,32,30,2,1,2,1,1,1,1,5,1,1,1,2,2,2,2,3,1,2,1,1,1,1,1,1,1.5,2,1.25,2.25,1.25,1,1,2,3,1,2,2,2,1,2,2,0,1,2,1,1,23,7,8,8,3,3,2,2,4,2,1,2,4,2,3,3,12,9,2,0,2,1,0,3,1,3,3,3,3,1,1,1,0,2,0,4,0,4,2,0,2,6,5,6,23,21,meaning2
20,2,1,nursing,psychology,3.5,3,5,1,1,2,1,0,2,2,1,2,2,1,0,0,1,1,1,2,0,1,0,1,2,1,0,0,1,6,6,4,6,5,6,7,4,5,6,3,3,4,4,5,6,4,6,3,5,6,6,6,6,7,6,7,5,6,6,6,5,6,6,5,6,6,3,6,6,21,116,25,98,51,47,6,7,7,6,6,6,7,7,6,7,30,35,58,35,14,9,1,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,5,5,5,3,3,4.5,1,1,4.2,5,4,3,3,3,3,3,1,25,15,10,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,15,3,6,2,3,3,2,2,3,5,5,3,2,2,2,3,2,5,2,2,6,2,5,2,1,1,5,7,1,87,7,6,6,4,5,5,2,5,6,6,1,4,5,6,1,5,7,6,5,3,7,2,6,4,7,5,4,5,3,5,1,5,47,41,26,35,2,2,2,1,4,5,2,5,1,2,2,2,1,1,1,3,1,4,2,4,2,2,1,1,1.75,4,1.75,1.5,2.75,1.5,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,29,11,10,8,3,3,2,3,2,3,4,3,3,3,3,3,12,12,3,0,1,1,0,2,2,2,3,2,1,1,2,2,1,1,1,2,1,3,4,1,1,6,5,5,23,24,meaning2
18,2,1,biochemistry,biology,2.94,1,7,1,0,2,0,1,0,0,1,3,0,1,1,0,1,0,0,1,1,2,1,0,3,1,1,0,2,5,5,4,3,4,6,6,3,2,6,1,4,4,5,3,2,5,4,2,6,3,3,7,6,4,5,5,6,5,6,6,4,6,6,6,7,6,6,6,6,25,109,19,80,42,38,6,4,5,5,6,6,2,2,7,4,30,17,45,23,11,11,5,4,5,5,5,5,5,4,3,3,1,1,1,1,1,3,3,3,3,3,3,2,2,4.4,1,2.2,2.6,1,1,1,1,1,1,1,1,8,4,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,3,6,7,4,1,1,1,2,4,2,5,4,2,1,1,3,1,4,1,5,1,1,1,2,1,4,5,2,75,7,7,4,2,7,7,3,3,7,5,1,3,7,6,1,3,7,7,3,1,7,1,3,2,7,7,2,7,4,7,1,7,53,47,18,28,2,2,3,2,4,5,5,5,2,2,2,2,2,1,3,5,3,2,4,5,2,4,4,2,2.25,4.75,2,2.75,3.5,3,2,3,0,2,1,3,3,2,3,3,0,2,2,0,3,29,12,14,3,3,3,2,3,2,3,2,4,4,4,2,4,15,13,2,1,3,2,1,2,1,2,1,2,3,0,2,1,0,1,1,2,0,2,0,0,1,6,6,6,25,28,meaning2
19,2,1,business, ,3.1,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,1,4,3,3,2,3,6,6,2,2,6,2,2,2,2,2,4,2,3,4,3,5,5,6,7,5,6,7,5,5,5,7,5,7,5,1,7,6,6,5,6,26,111,26,63,29,34,6,3,4,4,5,3,4,4,7,3,25,18,24,11,4,9,5,5,5,5,5,5,5,5,5,5,2,2,2,5,4,3,3,4,2,5,5,5,5,5,2,3.8,4.4,2,1,3,4,1,1,1,1,14,10,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,18,2,5,3,3,2,2,3,3,4,1,5,6,2,1,1,2,2,3,3,3,3,2,2,1,2,1,1,1,69,7,5,1,2,4,5,2,1,2,6,1,1,7,6,1,1,7,5,2,1,7,4,2,1,7,3,1,1,7,4,2,3,48,38,12,11,1,2,2,2,5,5,5,5,1,1,1,1,2,1,2,3,2,3,3,4,5,5,5,5,1.75,5,1,2,3,5,2,3,2,3,2,3,3,2,2,3,1,2,1,2,2,33,13,12,8,3,3,1,3,1,3,1,3,4,4,2,3,14,12,2,1,3,2,0,1,1,2,2,1,1,0,0,0,0,1,0,3,0,2,0,0,0,7,7,6,24,26,meaning2
18,2,2,pharmacy, ,3.45,1,6,3,0,2,0,2,0,0,2,3,3,2,1,0,3,3,3,4,3,3,3,3,3,3,2,1,3,6,7,4,7,5,6,7,7,2,6,2,4,4,4,3,6,4,5,2,4,6,5,7,7,6,5,7,5,5,6,3,2,6,3,6,7,7,4,5,6,23,108,17,95,52,43,6,5,5,6,7,7,5,4,7,4,33,23,85,54,14,17,5,5,5,5,5,5,5,5,5,5,1,1,1,5,2,2,3,3,3,3,4,4,4,5,1,3,3.6,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,16,4,5,1,3,3,1,3,1,5,4,3,4,3,5,4,1,4,3,2,5,5,4,2,2,1,2,1,2,83,7,6,5,6,5,6,1,3,2,7,6,3,7,7,1,5,6,7,6,3,5,3,6,2,3,1,5,4,2,6,2,3,37,43,32,29,1,1,1,2,4,5,5,5,4,2,3,2,4,4,4,4,3,2,2,3,1,1,1,1,1.25,4.75,2.75,4,2.5,1,2,3,0,3,0,2,1,2,2,3,0,1,1,0,2,22,10,11,1,4,3,4,4,2,4,4,4,4,4,4,2,13,16,2,0,2,1,1,2,2,4,3,2,0,0,2,4,0,2,2,1,2,0,0,2,1,6,5,6,25,29,meaning2
18,2,1,elementary education, ,3.33,1,5,2,1,2,0,1,1,0,3,1,1,0,1,0,0,0,0,2,3,2,0,0,0,1,2,0,1,3,4,2,4,4,6,7,4,2,4,3,1,2,6,3,3,2,2,1,5,6,6,5,5,6,5,7,5,6,4,5,4,4,4,1,7,6,5,6,5,20,102,25,68,35,33,5,5,4,5,6,3,7,5,6,4,25,25,44,23,12,9,5,5,5,5,5,5,5,5,5,2,1,1,1,5,1,1,1,1,2,3,4,4,5,4.7,1,1.8,3.6,1,1,1,1,3,1,1,1,10,4,6,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,15,4,5,2,6,1,1,2,2,2,2,3,4,2,2,5,4,4,4,1,2,5,2,1,3,3,1,1,1,75,7,7,5,5,5,6,2,1,6,5,2,2,7,7,3,2,7,7,6,1,7,6,6,2,7,6,2,7,3,6,7,7,49,50,33,27,2,3,1,3,5,5,5,5,1,1,1,1,1,1,5,5,4,4,3,2,2,4,2,2,2.25,5,1,3,3.25,2.5,1,3,2,3,2,3,2,3,2,3,2,2,3,3,3,37,11,14,12,3,3,1,4,1,3,1,3,3,3,2,2,11,13,2,0,1,1,0,1,0,2,3,1,0,0,1,2,0,2,1,1,1,2,0,2,1,5,5,5,20,24,meaning2
